Visit_ID,Lead_ID,Visit_Date,Sales_Executive_ID,Visit_Rating,Family_Attended,Sample_Flat,Visit_Duration,Booking_Probability
VISIT07516,LEAD12512,2026-03-18,EXEC23,5,Yes,3BHK,137,0.78
VISIT07517,LEAD12512,2026-05-18,EXEC23,4,No,4BHK,103,0.66
VISIT07518,LEAD12513,2026-05-18,EXEC24,4,Yes,4BHK,104,0.51
VISIT07519,LEAD12513,2026-07-07,EXEC24,2,Yes,4BHK,82,0.4
VISIT07520,LEAD12522,2025-07-03,EXEC04,5,No,3BHK,113,0.59
VISIT07521,LEAD12522,2025-07-21,EXEC04,4,No,4BHK,91,0.46
VISIT07522,LEAD12530,2024-09-12,EXEC20,5,No,3BHK,132,0.94
VISIT07523,LEAD12537,2024-10-23,EXEC27,2,Yes,3BHK,66,0.31
VISIT07524,LEAD12543,2025-10-13,EXEC28,3,No,4BHK,99,0.31
VISIT07525,LEAD12544,2026-11-17,EXEC01,5,No,3BHK,101,0.64
VISIT07526,LEAD12550,2025-05-23,EXEC08,5,No,5BHK,112,0.81
VISIT07527,LEAD12551,2025-12-24,EXEC14,3,Yes,3BHK,90,0.31
VISIT07528,LEAD12554,2026-12-31,EXEC04,3,No,3BHK,102,0.72
VISIT07529,LEAD12554,2026-12-31,EXEC04,5,No,5BHK,101,0.97
VISIT07530,LEAD12557,2026-12-31,EXEC27,4,Yes,3BHK,121,0.62
VISIT07531,LEAD12557,2026-12-31,EXEC27,5,Yes,3BHK,99,0.86
VISIT07532,LEAD12559,2025-03-24,EXEC24,4,Yes,5BHK,147,0.56
VISIT07533,LEAD12560,2025-12-07,EXEC02,4,Yes,4BHK,105,0.75
VISIT07534,LEAD12560,2026-01-26,EXEC02,4,No,3BHK,141,0.68
VISIT07535,LEAD12561,2025-09-26,EXEC28,2,Yes,4BHK,96,0.19
VISIT07536,LEAD12562,2025-11-05,EXEC11,3,No,3BHK,107,0.33
VISIT07537,LEAD12563,2026-03-30,EXEC10,3,No,4BHK,126,0.27
VISIT07538,LEAD12565,2025-06-24,EXEC25,4,No,3BHK,109,0.45
VISIT07539,LEAD12566,2024-03-04,EXEC17,4,Yes,3BHK,119,0.68
VISIT07540,LEAD12566,2024-04-17,EXEC17,5,No,3BHK,120,0.92
VISIT07541,LEAD12566,2024-04-27,EXEC17,5,Yes,3BHK,136,0.97
VISIT07542,LEAD12567,2025-01-23,EXEC12,4,No,3BHK,103,0.41
VISIT07543,LEAD12568,2026-09-11,EXEC11,3,No,3BHK,83,0.24
VISIT07544,LEAD12570,2025-03-13,EXEC20,4,No,3BHK,122,0.4
VISIT07545,LEAD12574,2024-05-09,EXEC30,4,Yes,3BHK,97,0.63
VISIT07546,LEAD12574,2024-05-24,EXEC30,3,Yes,4BHK,81,0.58
VISIT07547,LEAD12575,2024-05-03,EXEC24,3,Yes,3BHK,88,0.4
VISIT07548,LEAD12575,2024-06-03,EXEC24,4,No,3BHK,116,0.52
VISIT07549,LEAD12576,2024-10-29,EXEC24,4,Yes,3BHK,99,0.54
VISIT07550,LEAD12577,2025-01-05,EXEC03,3,No,3BHK,119,0.3
VISIT07551,LEAD12578,2025-04-07,EXEC26,5,Yes,4BHK,106,0.93
VISIT07552,LEAD12578,2025-04-25,EXEC26,5,No,3BHK,106,0.97
VISIT07553,LEAD12581,2024-07-25,EXEC26,4,Yes,4BHK,106,0.36
VISIT07554,LEAD12583,2024-12-18,EXEC11,5,No,4BHK,80,0.9
VISIT07555,LEAD12583,2025-01-18,EXEC11,5,No,5BHK,131,0.95
VISIT07556,LEAD12586,2026-12-27,EXEC20,5,Yes,4BHK,81,0.63
VISIT07557,LEAD12588,2025-04-25,EXEC13,3,Yes,4BHK,136,0.31
VISIT07558,LEAD12589,2025-08-26,EXEC06,3,No,5BHK,86,0.43
VISIT07559,LEAD12590,2025-09-25,EXEC05,5,Yes,3BHK,110,0.86
VISIT07560,LEAD12590,2025-10-29,EXEC05,4,No,4BHK,104,0.83
VISIT07561,LEAD12590,2025-12-22,EXEC05,5,Yes,3BHK,104,0.97
VISIT07562,LEAD12592,2026-12-31,EXEC11,3,Yes,4BHK,69,0.4
VISIT07563,LEAD12592,2026-12-31,EXEC11,4,Yes,3BHK,147,0.55
VISIT07564,LEAD12602,2024-07-20,EXEC04,4,Yes,4BHK,105,0.52
VISIT07565,LEAD12602,2024-09-23,EXEC04,3,Yes,3BHK,92,0.49
VISIT07566,LEAD12602,2024-11-09,EXEC04,3,Yes,3BHK,77,0.59
VISIT07567,LEAD12603,2024-09-30,EXEC17,4,No,3BHK,107,0.38
VISIT07568,LEAD12603,2024-11-05,EXEC17,4,Yes,3BHK,136,0.61
VISIT07569,LEAD12604,2024-05-13,EXEC27,4,Yes,5BHK,107,0.44
VISIT07570,LEAD12606,2024-08-22,EXEC25,4,Yes,4BHK,110,0.86
VISIT07571,LEAD12606,2024-10-02,EXEC25,5,No,3BHK,127,0.97
VISIT07572,LEAD12607,2025-07-23,EXEC29,3,No,3BHK,87,0.33
VISIT07573,LEAD12610,2026-03-12,EXEC11,4,Yes,4BHK,113,0.8
VISIT07574,LEAD12610,2026-03-30,EXEC11,5,Yes,3BHK,62,0.97
VISIT07575,LEAD12612,2024-08-29,EXEC27,5,Yes,4BHK,112,0.91
VISIT07576,LEAD12613,2026-07-20,EXEC20,4,Yes,3BHK,92,0.56
VISIT07577,LEAD12614,2026-12-31,EXEC02,3,No,4BHK,94,0.3
VISIT07578,LEAD12615,2026-12-31,EXEC01,4,Yes,5BHK,107,0.49
VISIT07579,LEAD12614,2026-12-31,EXEC02,3,No,4BHK,101,0.36
VISIT07580,LEAD12616,2024-09-18,EXEC21,5,No,4BHK,110,0.89
VISIT07581,LEAD12620,2025-01-28,EXEC06,4,Yes,4BHK,94,0.83
VISIT07582,LEAD12620,2025-02-17,EXEC06,5,No,3BHK,130,0.89
VISIT07583,LEAD12621,2024-07-24,EXEC13,3,No,4BHK,109,0.29
VISIT07584,LEAD12624,2024-06-15,EXEC24,5,Yes,4BHK,117,0.88
VISIT07585,LEAD12626,2025-02-19,EXEC30,3,Yes,4BHK,97,0.36
VISIT07586,LEAD12629,2025-09-08,EXEC12,2,Yes,4BHK,75,0.21
VISIT07587,LEAD12631,2025-07-20,EXEC16,4,Yes,4BHK,91,0.49
VISIT07588,LEAD12632,2024-07-11,EXEC11,3,No,3BHK,108,0.38
VISIT07589,LEAD12632,2024-08-06,EXEC11,4,Yes,3BHK,90,0.54
VISIT07590,LEAD12633,2024-09-08,EXEC26,4,Yes,4BHK,98,0.89
VISIT07591,LEAD12633,2024-11-01,EXEC26,5,Yes,4BHK,109,0.97
VISIT07592,LEAD12633,2024-11-15,EXEC26,5,Yes,4BHK,130,0.97
VISIT07593,LEAD12634,2024-10-05,EXEC02,3,No,5BHK,101,0.34
VISIT07594,LEAD12634,2024-12-01,EXEC02,3,No,4BHK,79,0.44
VISIT07595,LEAD12635,2024-06-20,EXEC08,5,No,4BHK,108,0.7
VISIT07596,LEAD12639,2026-12-31,EXEC29,4,No,4BHK,75,0.59
VISIT07597,LEAD12639,2026-12-31,EXEC29,3,Yes,4BHK,87,0.53
VISIT07598,LEAD12640,2024-12-05,EXEC30,5,Yes,4BHK,122,0.95
VISIT07599,LEAD12640,2024-12-21,EXEC30,5,Yes,5BHK,112,0.97
VISIT07600,LEAD12641,2024-02-14,EXEC07,4,Yes,4BHK,99,0.72
VISIT07601,LEAD12641,2024-03-17,EXEC07,5,Yes,5BHK,119,0.97
VISIT07602,LEAD12642,2024-07-24,EXEC04,4,Yes,3BHK,123,0.5
VISIT07603,LEAD12643,2025-02-15,EXEC22,2,No,4BHK,77,0.23
VISIT07604,LEAD12643,2025-04-01,EXEC22,2,No,4BHK,95,0.29
VISIT07605,LEAD12649,2024-12-14,EXEC22,2,No,3BHK,115,0.15
VISIT07606,LEAD12650,2025-07-15,EXEC26,5,No,3BHK,123,0.88
VISIT07607,LEAD12652,2026-11-28,EXEC23,4,Yes,4BHK,113,0.74
VISIT07608,LEAD12652,2026-12-31,EXEC23,5,Yes,3BHK,118,0.97
VISIT07609,LEAD12652,2026-12-31,EXEC23,4,No,3BHK,101,0.95
VISIT07610,LEAD12653,2026-12-31,EXEC07,5,No,3BHK,109,0.57
VISIT07611,LEAD12655,2026-05-12,EXEC15,4,No,4BHK,106,0.38
VISIT07612,LEAD12656,2024-10-07,EXEC23,4,Yes,5BHK,112,0.54
VISIT07613,LEAD12659,2025-07-31,EXEC13,3,Yes,3BHK,56,0.4
VISIT07614,LEAD12663,2026-02-25,EXEC06,4,Yes,4BHK,97,0.46
VISIT07615,LEAD12663,2026-04-10,EXEC06,4,No,4BHK,102,0.46
VISIT07616,LEAD12663,2026-06-27,EXEC06,2,Yes,3BHK,121,0.43
VISIT07617,LEAD12666,2024-10-09,EXEC22,4,Yes,4BHK,151,0.48
VISIT07618,LEAD12669,2025-03-18,EXEC25,5,No,3BHK,104,0.9
VISIT07619,LEAD12669,2025-04-10,EXEC25,5,Yes,4BHK,128,0.97
VISIT07620,LEAD12669,2025-05-24,EXEC25,5,No,4BHK,137,0.97
VISIT07621,LEAD12670,2025-09-26,EXEC15,5,No,4BHK,133,0.91
VISIT07622,LEAD12670,2025-09-22,EXEC15,3,Yes,3BHK,104,0.71
VISIT07623,LEAD12670,2025-10-21,EXEC15,5,Yes,5BHK,104,0.97
VISIT07624,LEAD12673,2026-08-31,EXEC02,3,Yes,4BHK,73,0.23
VISIT07625,LEAD12674,2026-12-31,EXEC09,3,Yes,5BHK,113,0.45
VISIT07626,LEAD12675,2026-11-01,EXEC07,4,Yes,3BHK,139,0.8
VISIT07627,LEAD12675,2026-11-28,EXEC07,5,Yes,3BHK,128,0.96
VISIT07628,LEAD12675,2026-12-31,EXEC07,4,No,3BHK,108,0.84
VISIT07629,LEAD12680,2026-04-18,EXEC30,2,No,3BHK,88,0.27
VISIT07630,LEAD12680,2026-05-01,EXEC30,3,Yes,3BHK,74,0.52
VISIT07631,LEAD12681,2025-12-08,EXEC07,3,Yes,4BHK,95,0.37
VISIT07632,LEAD12683,2025-11-19,EXEC08,3,Yes,4BHK,68,0.34
VISIT07633,LEAD12683,2025-12-06,EXEC08,3,Yes,4BHK,106,0.43
VISIT07634,LEAD12688,2026-07-10,EXEC12,5,Yes,3BHK,94,0.85
VISIT07635,LEAD12690,2026-11-10,EXEC19,5,Yes,4BHK,131,0.51
VISIT07636,LEAD12693,2026-12-31,EXEC09,4,No,4BHK,133,0.43
VISIT07637,LEAD12696,2025-07-02,EXEC21,5,No,5BHK,86,0.6
VISIT07638,LEAD12698,2026-03-28,EXEC01,3,Yes,3BHK,99,0.33
VISIT07639,LEAD12698,2026-05-18,EXEC01,4,No,3BHK,115,0.53
VISIT07640,LEAD12699,2025-02-17,EXEC28,3,Yes,3BHK,119,0.41
VISIT07641,LEAD12700,2025-03-31,EXEC04,5,Yes,3BHK,100,0.88
VISIT07642,LEAD12700,2025-05-14,EXEC04,5,No,4BHK,69,0.93
VISIT07643,LEAD12701,2024-07-15,EXEC20,5,No,3BHK,141,0.94
VISIT07644,LEAD12701,2024-08-17,EXEC20,4,No,4BHK,120,0.79
VISIT07645,LEAD12702,2026-05-12,EXEC27,3,Yes,4BHK,122,0.34
VISIT07646,LEAD12705,2024-07-15,EXEC21,4,Yes,3BHK,91,0.89
VISIT07647,LEAD12705,2024-07-27,EXEC21,5,Yes,3BHK,162,0.94
VISIT07648,LEAD12708,2025-05-01,EXEC20,4,No,5BHK,115,0.46
VISIT07649,LEAD12709,2024-12-02,EXEC08,4,Yes,4BHK,124,0.66
VISIT07650,LEAD12709,2025-01-17,EXEC08,5,Yes,4BHK,159,0.85
VISIT07651,LEAD12710,2025-09-24,EXEC03,4,No,4BHK,101,0.35
VISIT07652,LEAD12712,2025-10-03,EXEC18,5,No,4BHK,124,0.54
VISIT07653,LEAD12712,2025-10-25,EXEC18,4,Yes,4BHK,123,0.66
VISIT07654,LEAD12717,2026-12-31,EXEC28,5,No,3BHK,113,0.86
VISIT07655,LEAD12718,2026-12-31,EXEC01,4,Yes,4BHK,118,0.39
VISIT07656,LEAD12717,2026-12-31,EXEC28,5,Yes,3BHK,108,0.97
VISIT07657,LEAD12721,2026-02-16,EXEC01,3,Yes,4BHK,83,0.31
VISIT07658,LEAD12726,2025-11-09,EXEC17,3,Yes,4BHK,44,0.36
VISIT07659,LEAD12727,2025-04-03,EXEC19,4,Yes,5BHK,80,0.54
VISIT07660,LEAD12727,2025-04-11,EXEC19,5,Yes,4BHK,96,0.71
VISIT07661,LEAD12729,2025-01-04,EXEC04,4,No,4BHK,117,0.32
VISIT07662,LEAD12730,2026-09-21,EXEC14,3,Yes,3BHK,113,0.33
VISIT07663,LEAD12736,2025-03-12,EXEC26,3,Yes,4BHK,133,0.35
VISIT07664,LEAD12739,2024-11-03,EXEC09,4,Yes,4BHK,116,0.44
VISIT07665,LEAD12750,2025-12-12,EXEC11,5,No,4BHK,143,0.89
VISIT07666,LEAD12750,2026-01-20,EXEC11,3,Yes,4BHK,89,0.77
VISIT07667,LEAD12755,2026-04-12,EXEC08,5,Yes,5BHK,94,0.97
VISIT07668,LEAD12756,2024-09-14,EXEC13,3,No,3BHK,83,0.28
VISIT07669,LEAD12756,2024-10-31,EXEC13,4,No,3BHK,125,0.49
VISIT07670,LEAD12757,2026-08-05,EXEC06,3,Yes,3BHK,126,0.38
VISIT07671,LEAD12758,2025-04-28,EXEC01,5,No,4BHK,140,0.56
VISIT07672,LEAD12759,2025-11-11,EXEC15,3,Yes,3BHK,125,0.35
VISIT07673,LEAD12762,2025-03-25,EXEC20,3,Yes,4BHK,85,0.37
VISIT07674,LEAD12762,2025-05-05,EXEC20,2,Yes,3BHK,94,0.35
VISIT07675,LEAD12764,2026-11-08,EXEC20,2,No,4BHK,89,0.26
VISIT07676,LEAD12767,2024-01-20,EXEC07,3,No,3BHK,156,0.35
VISIT07677,LEAD12768,2024-05-30,EXEC01,5,No,3BHK,86,0.88
VISIT07678,LEAD12769,2024-12-04,EXEC10,5,Yes,3BHK,102,0.78
VISIT07679,LEAD12769,2025-01-08,EXEC10,5,Yes,4BHK,122,0.77
VISIT07680,LEAD12771,2025-08-28,EXEC12,3,Yes,5BHK,65,0.28
VISIT07681,LEAD12772,2026-01-27,EXEC19,4,Yes,3BHK,116,0.52
VISIT07682,LEAD12778,2024-11-26,EXEC06,4,Yes,3BHK,120,0.49
VISIT07683,LEAD12779,2026-12-07,EXEC08,4,No,3BHK,94,0.43
VISIT07684,LEAD12779,2026-12-31,EXEC08,3,No,3BHK,76,0.4
VISIT07685,LEAD12783,2024-02-18,EXEC21,3,No,3BHK,78,0.29
VISIT07686,LEAD12784,2024-12-09,EXEC06,2,Yes,3BHK,102,0.14
VISIT07687,LEAD12785,2025-09-15,EXEC02,4,No,5BHK,118,0.53
VISIT07688,LEAD12785,2025-10-07,EXEC02,2,No,3BHK,61,0.45
VISIT07689,LEAD12785,2025-11-12,EXEC02,3,Yes,3BHK,90,0.7
VISIT07690,LEAD12788,2025-06-16,EXEC23,5,No,4BHK,77,0.9
VISIT07691,LEAD12788,2025-08-05,EXEC23,5,Yes,3BHK,150,0.97
VISIT07692,LEAD12788,2025-08-10,EXEC23,5,No,5BHK,119,0.97
VISIT07693,LEAD12791,2026-06-24,EXEC17,4,Yes,5BHK,102,0.72
VISIT07694,LEAD12791,2026-08-05,EXEC17,3,Yes,3BHK,95,0.7
VISIT07695,LEAD12794,2025-02-04,EXEC27,4,Yes,3BHK,103,0.38
VISIT07696,LEAD12795,2025-10-11,EXEC20,4,Yes,5BHK,138,0.41
VISIT07697,LEAD12796,2025-07-31,EXEC09,5,Yes,4BHK,118,0.58
VISIT07698,LEAD12797,2026-10-07,EXEC20,5,No,4BHK,115,0.75
VISIT07699,LEAD12797,2026-11-18,EXEC20,5,Yes,4BHK,117,0.82
VISIT07700,LEAD12799,2025-02-07,EXEC18,4,Yes,3BHK,147,0.48
VISIT07701,LEAD12799,2025-03-20,EXEC18,5,Yes,5BHK,123,0.73
VISIT07702,LEAD12800,2025-05-07,EXEC07,3,Yes,3BHK,103,0.52
VISIT07703,LEAD12800,2025-06-14,EXEC07,3,Yes,4BHK,68,0.7
VISIT07704,LEAD12800,2025-07-22,EXEC07,3,Yes,4BHK,76,0.74
VISIT07705,LEAD12802,2026-02-26,EXEC20,3,No,4BHK,124,0.32
VISIT07706,LEAD12802,2026-03-29,EXEC20,5,Yes,4BHK,93,0.71
VISIT07707,LEAD12804,2026-06-13,EXEC03,5,Yes,3BHK,95,0.59
VISIT07708,LEAD12804,2026-07-16,EXEC03,3,Yes,3BHK,55,0.49
VISIT07709,LEAD12805,2025-08-27,EXEC02,3,Yes,3BHK,148,0.33
VISIT07710,LEAD12806,2024-02-23,EXEC07,4,Yes,3BHK,93,0.36
VISIT07711,LEAD12807,2024-08-26,EXEC11,4,No,4BHK,115,0.49
VISIT07712,LEAD12809,2025-06-22,EXEC28,4,Yes,4BHK,130,0.78
VISIT07713,LEAD12809,2025-07-21,EXEC28,5,Yes,4BHK,109,0.97
VISIT07714,LEAD12815,2026-12-22,EXEC11,5,No,3BHK,102,0.96
VISIT07715,LEAD12816,2025-03-23,EXEC11,4,Yes,4BHK,98,0.81
VISIT07716,LEAD12816,2025-04-28,EXEC11,5,Yes,3BHK,97,0.97
VISIT07717,LEAD12816,2025-07-24,EXEC11,4,Yes,3BHK,87,0.97
VISIT07718,LEAD12817,2024-12-24,EXEC15,3,Yes,4BHK,112,0.32
VISIT07719,LEAD12818,2026-12-08,EXEC22,5,Yes,4BHK,106,0.62
VISIT07720,LEAD12818,2026-12-31,EXEC22,3,No,3BHK,74,0.42
VISIT07721,LEAD12819,2026-12-31,EXEC15,5,No,3BHK,108,0.85
VISIT07722,LEAD12820,2025-10-23,EXEC22,3,No,3BHK,101,0.34
VISIT07723,LEAD12823,2024-07-25,EXEC10,3,Yes,4BHK,130,0.42
VISIT07724,LEAD12824,2025-10-18,EXEC27,5,Yes,3BHK,85,0.58
VISIT07725,LEAD12824,2025-11-07,EXEC27,3,No,5BHK,103,0.43
VISIT07726,LEAD12826,2026-09-01,EXEC14,3,No,4BHK,64,0.26
VISIT07727,LEAD12827,2026-12-31,EXEC05,5,Yes,3BHK,107,0.89
VISIT07728,LEAD12827,2026-12-31,EXEC05,4,No,3BHK,124,0.89
VISIT07729,LEAD12829,2024-09-04,EXEC07,4,Yes,4BHK,122,0.47
VISIT07730,LEAD12830,2025-02-26,EXEC16,4,No,3BHK,79,0.4
VISIT07731,LEAD12831,2025-06-06,EXEC16,5,Yes,5BHK,99,0.93
VISIT07732,LEAD12834,2026-12-31,EXEC27,5,Yes,3BHK,127,0.67
VISIT07733,LEAD12837,2026-05-28,EXEC27,4,No,3BHK,96,0.47
VISIT07734,LEAD12837,2026-06-20,EXEC27,4,No,3BHK,110,0.59
VISIT07735,LEAD12840,2026-02-24,EXEC10,1,Yes,3BHK,85,0.04
VISIT07736,LEAD12844,2025-12-20,EXEC05,5,No,3BHK,139,0.65
VISIT07737,LEAD12844,2026-01-24,EXEC05,5,No,3BHK,89,0.62
VISIT07738,LEAD12844,2026-04-16,EXEC05,5,No,4BHK,102,0.76
VISIT07739,LEAD12846,2025-10-10,EXEC16,3,Yes,3BHK,88,0.36
VISIT07740,LEAD12850,2026-12-31,EXEC14,5,No,3BHK,138,0.97
VISIT07741,LEAD12850,2026-12-31,EXEC14,5,No,4BHK,119,0.97
VISIT07742,LEAD12850,2026-12-31,EXEC14,5,Yes,5BHK,109,0.97
VISIT07743,LEAD12854,2025-05-14,EXEC16,3,No,3BHK,119,0.56
VISIT07744,LEAD12856,2025-02-09,EXEC27,3,Yes,4BHK,102,0.38
VISIT07745,LEAD12856,2025-03-03,EXEC27,4,Yes,3BHK,110,0.6
VISIT07746,LEAD12858,2026-09-12,EXEC30,5,No,3BHK,97,0.96
VISIT07747,LEAD12858,2026-10-29,EXEC30,5,No,4BHK,89,0.94
VISIT07748,LEAD12858,2026-11-04,EXEC30,4,Yes,4BHK,122,0.97
VISIT07749,LEAD12861,2026-08-17,EXEC30,5,No,3BHK,105,0.84
VISIT07750,LEAD12861,2026-09-02,EXEC30,5,Yes,4BHK,102,0.97
VISIT07751,LEAD12862,2026-12-31,EXEC14,4,Yes,4BHK,100,0.49
VISIT07752,LEAD12872,2025-11-06,EXEC17,3,Yes,4BHK,109,0.35
VISIT07753,LEAD12874,2026-08-31,EXEC05,4,No,3BHK,96,0.42
VISIT07754,LEAD12876,2025-09-02,EXEC08,5,No,3BHK,82,0.55
VISIT07755,LEAD12878,2025-08-22,EXEC24,4,Yes,3BHK,128,0.48
VISIT07756,LEAD12881,2026-12-31,EXEC06,4,No,3BHK,121,0.6
VISIT07757,LEAD12883,2026-06-07,EXEC07,4,Yes,3BHK,113,0.84
VISIT07758,LEAD12883,2026-07-14,EXEC07,5,Yes,5BHK,138,0.97
VISIT07759,LEAD12887,2025-11-26,EXEC28,4,Yes,4BHK,91,0.66
VISIT07760,LEAD12887,2025-12-29,EXEC28,3,No,4BHK,117,0.46
VISIT07761,LEAD12887,2026-01-19,EXEC28,3,Yes,3BHK,79,0.72
VISIT07762,LEAD12893,2026-12-31,EXEC22,5,Yes,3BHK,142,0.67
VISIT07763,LEAD12894,2026-12-05,EXEC16,3,Yes,4BHK,100,0.38
VISIT07764,LEAD12895,2025-09-24,EXEC07,4,Yes,3BHK,117,0.84
VISIT07765,LEAD12899,2026-12-31,EXEC24,3,No,4BHK,70,0.62
VISIT07766,LEAD12900,2026-12-31,EXEC20,4,Yes,4BHK,105,0.53
VISIT07767,LEAD12901,2026-10-11,EXEC05,3,Yes,3BHK,118,0.41
VISIT07768,LEAD12903,2025-01-20,EXEC06,4,No,5BHK,89,0.41
VISIT07769,LEAD12912,2025-10-13,EXEC03,4,No,3BHK,103,0.34
VISIT07770,LEAD12913,2026-08-27,EXEC04,5,Yes,3BHK,122,0.97
VISIT07771,LEAD12913,2026-10-04,EXEC04,3,Yes,4BHK,74,0.72
VISIT07772,LEAD12915,2025-04-13,EXEC30,4,No,3BHK,109,0.46
VISIT07773,LEAD12916,2024-12-31,EXEC27,4,No,4BHK,87,0.83
VISIT07774,LEAD12917,2025-03-04,EXEC11,3,No,4BHK,99,0.64
VISIT07775,LEAD12917,2025-04-06,EXEC11,4,No,3BHK,98,0.69
VISIT07776,LEAD12927,2024-08-16,EXEC23,4,Yes,3BHK,104,0.72
VISIT07777,LEAD12927,2024-09-28,EXEC23,5,No,4BHK,71,0.75
VISIT07778,LEAD12928,2024-09-08,EXEC11,2,Yes,3BHK,116,0.2
VISIT07779,LEAD12928,2024-11-02,EXEC11,4,Yes,3BHK,123,0.45
VISIT07780,LEAD12930,2026-06-03,EXEC03,4,Yes,3BHK,102,0.49
VISIT07781,LEAD12930,2026-07-05,EXEC03,4,Yes,4BHK,152,0.56
VISIT07782,LEAD12933,2025-06-04,EXEC24,3,Yes,3BHK,120,0.28
VISIT07783,LEAD12933,2025-06-03,EXEC24,3,No,4BHK,116,0.41
VISIT07784,LEAD12935,2025-02-01,EXEC22,3,Yes,4BHK,83,0.31
VISIT07785,LEAD12936,2024-01-22,EXEC10,3,Yes,3BHK,103,0.23
VISIT07786,LEAD12939,2024-12-22,EXEC26,3,Yes,4BHK,109,0.53
VISIT07787,LEAD12940,2024-08-19,EXEC01,3,No,4BHK,98,0.28
VISIT07788,LEAD12943,2026-04-24,EXEC13,4,Yes,3BHK,114,0.55
VISIT07789,LEAD12943,2026-06-18,EXEC13,4,Yes,3BHK,126,0.55
VISIT07790,LEAD12947,2025-12-10,EXEC07,5,Yes,4BHK,121,0.59
VISIT07791,LEAD12948,2026-03-08,EXEC11,3,Yes,3BHK,93,0.33
VISIT07792,LEAD12949,2026-12-14,EXEC19,4,No,4BHK,83,0.44
VISIT07793,LEAD12949,2026-12-31,EXEC19,3,Yes,3BHK,63,0.47
VISIT07794,LEAD12950,2024-11-22,EXEC16,3,Yes,4BHK,106,0.39
VISIT07795,LEAD12952,2025-05-14,EXEC04,2,Yes,5BHK,78,0.14
VISIT07796,LEAD12954,2026-09-12,EXEC01,4,Yes,3BHK,111,0.46
VISIT07797,LEAD12955,2025-01-15,EXEC15,5,Yes,4BHK,72,0.95
VISIT07798,LEAD12955,2025-02-24,EXEC15,4,Yes,3BHK,131,0.78
VISIT07799,LEAD12956,2025-10-10,EXEC15,4,Yes,3BHK,123,0.4
VISIT07800,LEAD12956,2025-11-04,EXEC15,3,No,4BHK,87,0.32
VISIT07801,LEAD12957,2025-12-18,EXEC24,4,Yes,4BHK,128,0.7
VISIT07802,LEAD12957,2026-02-01,EXEC24,4,No,3BHK,139,0.78
VISIT07803,LEAD12957,2026-03-23,EXEC24,2,Yes,3BHK,100,0.59
VISIT07804,LEAD12962,2024-10-09,EXEC23,3,No,4BHK,119,0.3
VISIT07805,LEAD12962,2024-12-10,EXEC23,2,Yes,4BHK,84,0.41
VISIT07806,LEAD12963,2026-10-29,EXEC02,3,No,3BHK,107,0.44
VISIT07807,LEAD12967,2026-07-17,EXEC29,5,Yes,3BHK,105,0.6
VISIT07808,LEAD12968,2026-01-06,EXEC26,3,No,3BHK,67,0.67
VISIT07809,LEAD12968,2026-01-31,EXEC26,5,Yes,4BHK,90,0.97
VISIT07810,LEAD12972,2025-09-26,EXEC01,4,No,4BHK,134,0.37
VISIT07811,LEAD12974,2024-09-10,EXEC06,3,No,4BHK,118,0.27
VISIT07812,LEAD12976,2024-07-24,EXEC02,3,No,3BHK,115,0.32
VISIT07813,LEAD12977,2025-04-09,EXEC21,5,Yes,3BHK,132,0.91
VISIT07814,LEAD12978,2025-03-02,EXEC14,4,Yes,3BHK,69,0.49
VISIT07815,LEAD12979,2025-11-12,EXEC08,3,No,4BHK,81,0.28
VISIT07816,LEAD12980,2025-12-22,EXEC23,4,Yes,4BHK,71,0.51
VISIT07817,LEAD12981,2025-03-14,EXEC14,4,No,3BHK,82,0.75
VISIT07818,LEAD12981,2025-04-15,EXEC14,5,No,4BHK,105,0.97
VISIT07819,LEAD12984,2024-02-09,EXEC20,3,No,3BHK,102,0.26
VISIT07820,LEAD12985,2025-12-16,EXEC26,4,No,3BHK,110,0.81
VISIT07821,LEAD12985,2026-01-05,EXEC26,4,Yes,3BHK,120,0.85
VISIT07822,LEAD12985,2026-03-21,EXEC26,5,Yes,4BHK,130,0.97
VISIT07823,LEAD12987,2026-05-24,EXEC22,5,No,3BHK,136,0.53
VISIT07824,LEAD12987,2026-06-01,EXEC22,4,No,3BHK,91,0.53
VISIT07825,LEAD12989,2026-12-31,EXEC21,4,Yes,3BHK,89,0.44
VISIT07826,LEAD12989,2026-12-31,EXEC21,4,Yes,4BHK,93,0.54
VISIT07827,LEAD12990,2026-10-19,EXEC30,4,No,4BHK,92,0.46
VISIT07828,LEAD12991,2026-12-31,EXEC30,4,No,4BHK,111,0.4
VISIT07829,LEAD12993,2026-09-10,EXEC26,4,Yes,4BHK,122,0.6
VISIT07830,LEAD12995,2025-11-21,EXEC28,4,Yes,4BHK,126,0.47
VISIT07831,LEAD12996,2026-05-18,EXEC25,5,Yes,4BHK,130,0.65
VISIT07832,LEAD12997,2026-11-30,EXEC03,4,Yes,4BHK,111,0.56
VISIT07833,LEAD13000,2024-02-22,EXEC30,4,No,5BHK,101,0.78
VISIT07834,LEAD13000,2024-03-23,EXEC30,5,Yes,5BHK,114,0.95
VISIT07835,LEAD13012,2025-07-27,EXEC28,5,Yes,3BHK,122,0.63
VISIT07836,LEAD13016,2025-06-28,EXEC17,5,Yes,4BHK,115,0.97
VISIT07837,LEAD13017,2025-09-19,EXEC25,3,No,3BHK,128,0.34
