Visit_ID,Competitor,Visit_Date,Price_Score,Sales_Score,Amenities_Score,Trust_Score,Overall_Rating
CVISIT00975,Sobha Aurum,2024-08-02,3.8,7.5,9.9,8.0,7.9
CVISIT00976,Mahagun Manorial,2026-02-05,5.7,6.0,5.5,8.3,6.2
CVISIT00977,Prestige,2024-08-15,5.7,8.6,7.8,7.6,7.4
CVISIT00978,Mahagun Manorial,2026-08-02,6.3,7.8,5.4,4.8,5.6
CVISIT00979,Prestige,2024-01-18,5.1,9.0,7.9,9.1,8.4
CVISIT00980,Prestige,2025-04-18,6.2,9.2,7.0,9.3,8.4
CVISIT00981,Mahagun Manorial,2025-12-24,9.0,5.6,8.3,6.2,7.0
CVISIT00982,Prestige,2024-11-23,6.7,8.7,7.6,8.7,8.0
CVISIT00983,Sobha Aurum,2026-08-12,4.7,5.3,9.0,7.8,6.8
CVISIT00984,Prestige,2026-09-12,4.7,9.3,6.1,7.9,7.3
CVISIT00985,Prestige,2025-04-05,5.6,8.2,8.4,8.5,8.1
CVISIT00986,Mahagun Manorial,2025-09-01,7.3,6.2,7.2,7.7,7.4
CVISIT00987,Prestige,2024-01-11,7.7,7.1,10.0,8.2,8.5
CVISIT00988,Sobha Aurum,2026-04-05,5.8,8.6,8.0,7.1,7.0
CVISIT00989,Prestige,2025-10-25,6.5,8.2,7.4,7.8,7.1
CVISIT00990,Mahagun Manorial,2026-06-10,8.5,7.0,7.3,5.5,6.7
CVISIT00991,Mahagun Manorial,2025-02-06,6.3,6.1,6.7,5.3,6.2
CVISIT00992,Mahagun Manorial,2024-02-21,9.6,6.2,7.6,7.3,7.7
CVISIT00993,Mahagun Manorial,2025-08-28,6.5,7.9,7.0,5.6,7.3
CVISIT00994,Mahagun Manorial,2025-01-09,6.6,6.3,7.3,5.0,5.7
CVISIT00995,Sobha Aurum,2025-08-03,7.2,8.2,8.5,7.8,7.6
CVISIT00996,Mahagun Manorial,2024-05-28,8.3,4.9,6.9,7.8,7.3
CVISIT00997,Mahagun Manorial,2025-01-21,8.1,6.4,4.9,6.2,6.3
CVISIT00998,Prestige,2024-11-29,6.8,7.0,6.3,7.5,7.2
CVISIT00999,Prestige,2025-11-05,6.3,7.4,7.8,8.1,7.6
CVISIT01000,Prestige,2026-09-06,5.3,6.8,8.4,9.7,7.8
CVISIT01001,Prestige,2025-02-21,4.5,9.0,8.9,8.9,8.0
CVISIT01002,Prestige,2026-12-23,4.0,8.3,7.1,8.5,6.9
CVISIT01003,Sobha Aurum,2024-11-01,8.3,5.8,9.5,7.4,7.8
CVISIT01004,Prestige,2025-09-25,4.4,7.4,7.9,6.9,6.6
CVISIT01005,Sobha Aurum,2024-01-21,4.3,7.3,8.2,6.2,6.3
CVISIT01006,Sobha Aurum,2024-08-19,7.0,6.9,8.2,6.9,7.4
CVISIT01007,Sobha Aurum,2026-06-09,6.4,7.7,8.6,7.2,7.6
CVISIT01008,Sobha Aurum,2025-12-06,5.6,7.3,8.3,6.3,6.7
CVISIT01009,Prestige,2026-08-31,6.4,7.7,8.1,7.2,7.0
CVISIT01010,Prestige,2024-09-12,4.9,6.7,6.8,7.4,6.5
CVISIT01011,Mahagun Manorial,2026-05-23,10.0,6.2,6.1,6.8,7.6
CVISIT01012,Prestige,2025-04-10,4.9,8.9,8.1,9.5,7.8
CVISIT01013,Prestige,2026-12-25,5.4,7.9,10.0,7.5,7.7
CVISIT01014,Sobha Aurum,2026-05-03,5.4,5.4,8.6,8.9,7.0
CVISIT01015,Prestige,2025-11-11,5.3,8.1,8.5,8.1,7.4
CVISIT01016,Prestige,2025-06-23,5.8,9.3,7.7,8.3,7.9
CVISIT01017,Prestige,2025-07-30,6.7,7.8,8.4,8.9,8.2
CVISIT01018,Mahagun Manorial,2026-11-06,7.3,6.6,5.8,7.0,6.8
CVISIT01019,Prestige,2024-09-21,5.5,6.2,8.6,7.7,7.0
CVISIT01020,Mahagun Manorial,2024-05-07,9.2,5.2,4.8,5.9,6.2
CVISIT01021,Prestige,2025-09-28,6.3,9.5,8.4,8.0,7.8
CVISIT01022,Mahagun Manorial,2025-07-06,7.8,6.4,6.9,3.9,6.1
CVISIT01023,Mahagun Manorial,2026-11-04,7.3,6.3,7.8,6.6,7.0
CVISIT01024,Mahagun Manorial,2026-08-21,7.7,7.0,7.3,6.1,6.7
CVISIT01025,Prestige,2026-05-07,4.5,7.5,8.4,9.3,8.2
CVISIT01026,Mahagun Manorial,2024-06-01,8.0,4.7,6.5,7.2,6.7
CVISIT01027,Mahagun Manorial,2024-12-09,7.8,4.9,6.8,3.8,5.0
CVISIT01028,Sobha Aurum,2024-04-16,5.9,8.0,7.2,9.5,7.8
CVISIT01029,Mahagun Manorial,2026-04-06,8.7,7.1,6.0,4.7,6.5
CVISIT01030,Prestige,2026-05-12,6.3,8.4,7.4,8.0,7.7
CVISIT01031,Prestige,2024-12-31,6.7,9.4,8.6,8.4,8.5
CVISIT01032,Prestige,2025-12-04,5.0,9.0,9.2,8.0,7.7
CVISIT01033,Prestige,2026-03-25,6.0,8.3,6.9,8.5,7.6
CVISIT01034,Prestige,2024-12-27,5.3,7.8,8.2,7.1,7.8
CVISIT01035,Sobha Aurum,2025-01-31,5.3,9.6,8.8,9.4,7.9
CVISIT01036,Prestige,2026-03-13,6.7,6.2,8.4,10.0,8.2
CVISIT01037,Prestige,2025-11-13,4.4,8.9,6.6,8.1,7.8
CVISIT01038,Mahagun Manorial,2026-05-08,7.5,3.2,7.5,6.2,5.8
CVISIT01039,Sobha Aurum,2024-06-02,5.7,7.0,8.1,8.3,7.7
CVISIT01040,Sobha Aurum,2026-01-17,6.0,8.6,9.6,8.0,8.5
CVISIT01041,Prestige,2026-05-09,6.5,8.1,7.4,7.9,7.5
CVISIT01042,Sobha Aurum,2026-09-04,6.4,6.8,7.5,6.1,6.7
CVISIT01043,Prestige,2026-02-27,5.6,6.6,6.9,9.9,7.6
CVISIT01044,Sobha Aurum,2026-08-02,6.2,6.3,8.7,7.0,7.3
CVISIT01045,Sobha Aurum,2026-06-03,4.4,7.4,8.9,7.2,7.2
CVISIT01046,Mahagun Manorial,2024-04-04,8.4,5.0,5.2,6.6,6.1
CVISIT01047,Prestige,2024-08-31,6.5,10.0,6.7,8.9,8.1
CVISIT01048,Mahagun Manorial,2024-05-07,8.3,6.0,5.9,4.0,6.0
CVISIT01049,Prestige,2026-02-02,5.7,7.9,7.6,7.0,7.2
CVISIT01050,Sobha Aurum,2025-04-19,6.1,7.1,7.4,7.2,7.1
CVISIT01051,Prestige,2026-05-30,3.1,7.7,7.9,8.2,6.9
CVISIT01052,Prestige,2026-01-14,4.1,7.8,8.8,7.7,7.1
CVISIT01053,Sobha Aurum,2024-01-17,7.2,6.4,8.1,8.6,7.4
CVISIT01054,Mahagun Manorial,2025-04-13,8.8,6.9,6.2,8.7,7.8
CVISIT01055,Mahagun Manorial,2025-05-16,6.6,5.1,4.1,6.2,5.9
CVISIT01056,Mahagun Manorial,2024-02-03,7.8,6.1,5.4,6.8,6.1
CVISIT01057,Sobha Aurum,2026-04-07,5.6,7.0,8.8,6.6,7.2
CVISIT01058,Mahagun Manorial,2024-05-03,6.8,4.2,6.8,5.8,6.1
CVISIT01059,Prestige,2025-06-15,5.9,8.7,8.6,8.7,8.0
CVISIT01060,Prestige,2025-08-08,4.2,8.5,6.7,8.6,6.8
CVISIT01061,Sobha Aurum,2024-02-26,9.1,7.8,9.2,8.8,9.4
CVISIT01062,Prestige,2026-05-19,5.1,7.6,7.4,9.1,7.0
CVISIT01063,Prestige,2025-01-03,5.4,8.7,7.6,7.0,7.1
CVISIT01064,Sobha Aurum,2024-03-20,6.8,6.2,6.8,7.9,7.2
CVISIT01065,Sobha Aurum,2025-09-20,7.4,7.2,9.1,7.6,7.5
CVISIT01066,Sobha Aurum,2024-04-01,5.9,7.8,7.6,8.6,7.4
CVISIT01067,Sobha Aurum,2024-11-04,6.9,7.9,8.7,6.8,7.7
CVISIT01068,Prestige,2024-11-28,5.0,8.3,7.0,7.3,7.1
CVISIT01069,Sobha Aurum,2024-02-12,7.5,6.8,8.4,4.9,6.7
CVISIT01070,Sobha Aurum,2024-06-15,6.6,6.1,8.9,8.7,7.9
CVISIT01071,Mahagun Manorial,2025-10-30,7.1,5.7,5.3,5.0,6.1
CVISIT01072,Sobha Aurum,2024-12-24,7.0,6.9,7.8,7.4,7.2
CVISIT01073,Sobha Aurum,2026-06-16,7.6,7.4,9.9,6.1,7.8
CVISIT01074,Sobha Aurum,2026-03-26,6.4,7.8,8.9,8.6,7.9
CVISIT01075,Mahagun Manorial,2025-07-07,9.8,5.3,8.2,5.2,7.0
CVISIT01076,Sobha Aurum,2024-03-05,5.8,4.3,10.0,5.7,6.8
CVISIT01077,Sobha Aurum,2026-05-26,7.4,5.5,9.1,8.3,7.8
CVISIT01078,Prestige,2024-11-22,5.3,8.2,8.6,9.9,8.0
CVISIT01079,Sobha Aurum,2024-05-25,6.3,6.8,10.0,7.5,7.8
CVISIT01080,Prestige,2025-07-11,4.8,7.1,8.1,8.9,7.6
CVISIT01081,Mahagun Manorial,2024-03-13,9.4,4.9,5.6,5.6,6.3
CVISIT01082,Prestige,2026-12-21,4.2,6.9,8.8,10.0,7.9
CVISIT01083,Prestige,2025-10-08,6.2,8.3,9.2,6.2,7.7
CVISIT01084,Mahagun Manorial,2024-03-23,8.8,5.9,5.8,5.0,6.1
CVISIT01085,Mahagun Manorial,2024-02-21,10.0,7.9,5.8,6.6,7.2
CVISIT01086,Sobha Aurum,2026-08-08,5.7,7.7,7.9,8.8,7.3
CVISIT01087,Mahagun Manorial,2025-05-27,7.1,7.3,7.1,6.4,6.8
CVISIT01088,Mahagun Manorial,2024-03-12,6.1,6.0,5.8,6.0,6.0
CVISIT01089,Prestige,2026-08-14,5.7,7.8,7.5,8.8,7.8
CVISIT01090,Prestige,2025-03-09,5.7,6.7,7.9,8.9,7.7
CVISIT01091,Mahagun Manorial,2026-06-05,8.7,4.2,5.1,4.9,5.3
CVISIT01092,Mahagun Manorial,2025-03-24,9.2,7.0,6.2,4.6,6.1
CVISIT01093,Mahagun Manorial,2024-07-13,6.7,5.9,5.9,8.4,6.9
CVISIT01094,Prestige,2025-12-05,6.4,6.7,8.0,8.4,7.6
CVISIT01095,Prestige,2025-11-27,4.4,9.7,7.1,9.3,7.7
CVISIT01096,Mahagun Manorial,2024-01-04,8.0,7.0,6.2,5.7,7.0
CVISIT01097,Mahagun Manorial,2024-11-23,7.5,6.1,7.4,6.4,7.2
CVISIT01098,Prestige,2025-09-27,5.9,7.9,8.1,6.9,7.2
CVISIT01099,Sobha Aurum,2026-01-29,5.0,6.1,8.5,6.0,6.2
CVISIT01100,Prestige,2026-06-03,7.1,7.4,8.5,7.8,7.4
CVISIT01101,Sobha Aurum,2025-12-29,6.0,7.6,7.7,8.1,7.6
CVISIT01102,Mahagun Manorial,2026-07-31,9.0,5.1,5.5,5.8,6.2
CVISIT01103,Mahagun Manorial,2026-12-15,7.8,4.5,6.8,5.8,5.9
CVISIT01104,Mahagun Manorial,2024-05-05,10.0,6.7,6.7,6.4,7.3
CVISIT01105,Sobha Aurum,2026-04-14,5.0,7.0,8.9,8.0,7.4
CVISIT01106,Prestige,2025-01-31,5.9,7.1,8.1,8.4,8.0
CVISIT01107,Mahagun Manorial,2026-10-06,7.6,6.7,6.9,6.0,7.3
CVISIT01108,Prestige,2025-05-10,5.0,7.8,6.6,8.0,6.8
CVISIT01109,Prestige,2024-01-25,4.6,7.6,9.8,8.2,7.9
CVISIT01110,Sobha Aurum,2025-04-17,7.2,5.7,9.1,10.0,7.7
CVISIT01111,Prestige,2026-05-22,4.7,7.5,7.7,9.3,7.9
CVISIT01112,Sobha Aurum,2025-02-14,9.4,6.9,8.1,9.2,8.6
CVISIT01113,Sobha Aurum,2026-03-29,7.4,7.5,7.9,7.8,7.8
CVISIT01114,Mahagun Manorial,2025-10-28,10.0,6.3,7.1,6.3,7.2
CVISIT01115,Prestige,2025-05-13,7.0,7.2,6.2,8.6,7.0
CVISIT01116,Prestige,2024-11-19,7.9,7.8,8.1,9.8,8.5
CVISIT01117,Prestige,2026-03-03,5.7,9.3,7.8,7.0,6.6
CVISIT01118,Prestige,2026-12-21,5.7,8.0,7.0,8.9,7.9
CVISIT01119,Sobha Aurum,2024-08-21,4.7,7.0,9.1,8.0,7.4
CVISIT01120,Mahagun Manorial,2025-06-07,6.9,6.6,6.5,6.9,6.9
CVISIT01121,Sobha Aurum,2026-10-17,5.3,5.8,9.6,6.9,6.6
CVISIT01122,Mahagun Manorial,2025-01-16,8.3,7.3,8.7,6.8,7.7
CVISIT01123,Prestige,2024-09-04,4.5,8.9,9.1,8.3,7.8
CVISIT01124,Sobha Aurum,2026-05-15,7.9,8.4,7.4,7.7,7.3
CVISIT01125,Prestige,2025-11-21,7.4,6.3,6.9,7.7,7.1
CVISIT01126,Sobha Aurum,2024-10-29,8.1,7.9,8.3,7.7,8.2
CVISIT01127,Prestige,2026-03-20,5.5,7.5,6.4,8.7,7.0
CVISIT01128,Sobha Aurum,2026-12-05,7.3,7.5,8.4,4.5,6.7
CVISIT01129,Prestige,2024-01-28,5.1,8.3,8.7,8.1,7.8
CVISIT01130,Mahagun Manorial,2025-11-10,7.2,6.5,7.3,6.7,7.0
CVISIT01131,Sobha Aurum,2026-10-29,6.3,4.8,8.2,7.7,6.6
CVISIT01132,Sobha Aurum,2025-02-09,6.4,6.6,8.6,9.9,8.1
CVISIT01133,Prestige,2024-04-18,5.2,9.4,6.7,7.7,7.6
CVISIT01134,Sobha Aurum,2026-03-07,6.0,6.7,7.5,6.8,7.2
CVISIT01135,Prestige,2026-03-13,6.0,6.3,7.8,7.7,7.1
CVISIT01136,Sobha Aurum,2025-09-24,6.4,6.9,8.1,7.5,7.5
CVISIT01137,Prestige,2024-04-17,6.9,6.9,6.9,10.0,7.9
CVISIT01138,Prestige,2025-12-26,5.5,9.0,9.7,8.1,8.5
CVISIT01139,Sobha Aurum,2025-08-05,4.4,6.8,8.2,7.2,6.9
CVISIT01140,Sobha Aurum,2025-09-24,6.9,6.9,9.4,7.4,7.7
CVISIT01141,Prestige,2025-07-21,5.9,9.1,8.5,8.6,7.9
CVISIT01142,Prestige,2025-11-04,4.8,8.7,8.5,7.3,6.8
CVISIT01143,Prestige,2026-10-04,5.9,8.2,6.8,8.4,7.5
CVISIT01144,Prestige,2024-04-07,6.6,8.3,8.6,8.5,7.9
CVISIT01145,Sobha Aurum,2025-05-16,5.8,6.3,9.3,8.0,7.7
CVISIT01146,Sobha Aurum,2026-03-31,4.6,6.2,9.0,7.8,6.7
CVISIT01147,Sobha Aurum,2025-10-28,7.0,4.4,8.5,5.3,6.8
CVISIT01148,Prestige,2025-12-04,5.6,8.4,7.6,8.4,8.0
CVISIT01149,Mahagun Manorial,2026-10-15,7.7,5.6,7.7,6.0,6.1
CVISIT01150,Mahagun Manorial,2024-10-07,7.9,4.9,4.8,5.9,5.7
CVISIT01151,Prestige,2026-07-22,6.9,6.3,7.9,7.4,6.8
CVISIT01152,Sobha Aurum,2024-02-27,6.8,8.6,7.1,6.1,7.0
CVISIT01153,Sobha Aurum,2026-09-12,5.6,8.3,7.9,8.3,7.9
CVISIT01154,Sobha Aurum,2026-09-10,8.9,6.4,8.7,8.2,8.3
CVISIT01155,Prestige,2025-01-24,6.1,6.7,7.7,8.9,7.9
CVISIT01156,Mahagun Manorial,2024-06-14,7.9,7.6,6.9,6.7,7.0
CVISIT01157,Sobha Aurum,2024-02-15,5.8,6.7,8.1,6.3,6.7
CVISIT01158,Mahagun Manorial,2026-10-18,7.7,5.5,7.8,6.3,6.7
CVISIT01159,Mahagun Manorial,2024-04-30,8.4,5.2,7.0,6.3,6.7
CVISIT01160,Prestige,2026-04-25,6.6,6.6,7.9,7.9,7.3
CVISIT01161,Sobha Aurum,2024-01-13,6.5,7.4,9.3,10.0,8.4
CVISIT01162,Mahagun Manorial,2024-09-26,8.8,8.0,6.8,4.9,6.5
CVISIT01163,Mahagun Manorial,2026-01-24,7.9,4.6,7.4,5.8,5.9
CVISIT01164,Prestige,2026-06-13,5.3,7.7,8.7,9.1,8.0
CVISIT01165,Prestige,2025-03-11,5.6,8.6,8.9,10.0,8.9
CVISIT01166,Sobha Aurum,2024-06-01,5.7,5.4,9.7,6.7,7.0
CVISIT01167,Sobha Aurum,2025-04-01,7.1,7.2,9.1,8.8,8.1
CVISIT01168,Sobha Aurum,2026-10-12,8.4,7.2,7.6,6.8,7.9
CVISIT01169,Sobha Aurum,2025-12-26,8.4,6.6,9.4,7.0,7.5
CVISIT01170,Sobha Aurum,2024-03-25,6.2,6.5,7.8,7.7,7.1
CVISIT01171,Prestige,2025-11-10,6.8,9.2,7.8,7.1,8.0
CVISIT01172,Prestige,2024-04-14,8.3,7.3,6.5,7.7,7.4
CVISIT01173,Sobha Aurum,2026-02-23,6.2,6.4,8.7,8.1,7.4
CVISIT01174,Prestige,2024-08-28,8.0,8.1,8.2,9.2,8.3
CVISIT01175,Prestige,2024-01-17,4.9,7.3,9.1,8.2,7.2
CVISIT01176,Sobha Aurum,2025-11-18,7.6,8.7,8.6,7.5,8.5
CVISIT01177,Prestige,2025-01-06,4.9,9.5,6.6,7.8,7.4
CVISIT01178,Mahagun Manorial,2026-11-25,4.9,6.7,5.8,6.5,6.3
CVISIT01179,Mahagun Manorial,2024-07-20,7.8,5.7,4.5,4.7,5.5
CVISIT01180,Mahagun Manorial,2024-12-01,7.6,6.9,6.2,5.7,6.6
CVISIT01181,Sobha Aurum,2026-09-19,5.4,8.1,7.9,8.8,7.4
CVISIT01182,Mahagun Manorial,2024-09-12,9.6,4.9,6.3,7.6,7.2
CVISIT01183,Sobha Aurum,2024-12-26,4.9,7.7,8.2,8.5,7.7
CVISIT01184,Prestige,2026-07-06,5.4,7.5,8.3,8.3,7.6
CVISIT01185,Sobha Aurum,2024-11-21,7.5,7.4,7.3,6.7,7.4
CVISIT01186,Mahagun Manorial,2025-12-08,7.2,6.5,6.8,6.5,7.1
CVISIT01187,Prestige,2025-11-14,5.0,9.0,7.3,7.6,6.7
CVISIT01188,Prestige,2025-05-12,5.4,7.5,8.6,7.0,7.1
CVISIT01189,Prestige,2025-07-04,7.1,6.7,8.0,8.2,7.0
CVISIT01190,Mahagun Manorial,2026-02-23,7.4,5.6,5.9,7.2,6.1
CVISIT01191,Sobha Aurum,2026-06-18,6.9,8.6,8.8,6.7,8.3
CVISIT01192,Sobha Aurum,2025-12-08,9.5,7.2,9.6,6.2,7.6
CVISIT01193,Sobha Aurum,2026-02-15,5.1,7.9,7.7,6.2,7.1
CVISIT01194,Prestige,2026-05-07,6.0,8.2,7.3,8.9,8.1
CVISIT01195,Sobha Aurum,2025-09-06,8.5,6.1,8.3,7.8,7.0
CVISIT01196,Sobha Aurum,2024-04-04,5.3,6.1,10.0,6.4,6.3
CVISIT01197,Sobha Aurum,2026-12-03,7.5,6.7,8.0,9.9,7.8
CVISIT01198,Mahagun Manorial,2024-04-28,7.6,6.5,5.5,7.6,7.0
CVISIT01199,Prestige,2026-03-01,5.8,8.2,6.6,9.1,7.5
CVISIT01200,Mahagun Manorial,2025-06-13,9.7,5.7,5.4,4.3,6.0
CVISIT01201,Sobha Aurum,2026-11-26,7.1,6.5,7.8,7.7,6.9
CVISIT01202,Mahagun Manorial,2024-11-11,7.1,6.1,7.2,4.7,6.0
CVISIT01203,Prestige,2026-11-01,6.2,8.1,7.6,10.0,8.2
CVISIT01204,Sobha Aurum,2024-10-02,5.9,6.1,10.0,7.8,7.2
CVISIT01205,Prestige,2024-06-10,5.4,7.2,7.1,8.5,6.9
CVISIT01206,Prestige,2024-01-06,6.4,8.4,6.6,9.7,7.4
CVISIT01207,Prestige,2024-06-20,6.5,8.2,7.7,8.0,8.0
CVISIT01208,Sobha Aurum,2025-08-31,6.2,6.3,8.8,7.3,7.2
CVISIT01209,Sobha Aurum,2026-09-11,5.5,7.1,9.2,6.5,8.0
CVISIT01210,Mahagun Manorial,2026-08-31,9.9,5.9,5.8,5.6,6.5
CVISIT01211,Prestige,2025-08-20,6.8,9.5,8.2,7.7,8.0
CVISIT01212,Prestige,2025-12-28,4.4,5.5,7.3,7.5,6.5
CVISIT01213,Prestige,2025-12-11,7.1,7.8,8.4,7.6,7.4
CVISIT01214,Prestige,2024-10-31,5.3,7.9,9.4,8.4,7.9
CVISIT01215,Mahagun Manorial,2026-01-04,6.6,5.4,4.9,4.2,5.3
CVISIT01216,Prestige,2024-05-26,6.2,7.3,7.2,8.9,7.6
CVISIT01217,Sobha Aurum,2025-04-10,6.8,8.3,7.8,7.3,7.3
CVISIT01218,Sobha Aurum,2025-11-17,7.0,7.9,8.4,6.9,7.5
CVISIT01219,Sobha Aurum,2024-02-05,6.3,6.6,7.5,8.3,7.7
CVISIT01220,Sobha Aurum,2025-09-22,6.7,7.9,7.7,7.6,7.7
CVISIT01221,Sobha Aurum,2025-06-27,8.0,7.4,8.1,8.3,7.8
CVISIT01222,Prestige,2024-04-09,8.0,6.7,8.2,6.2,6.5
CVISIT01223,Prestige,2026-08-13,5.7,9.7,9.2,8.8,8.2
CVISIT01224,Sobha Aurum,2024-09-20,7.0,5.8,7.7,7.1,7.1
CVISIT01225,Mahagun Manorial,2024-08-12,6.0,4.8,4.9,5.9,5.3
CVISIT01226,Prestige,2025-09-01,6.5,9.5,7.9,9.8,8.5
CVISIT01227,Mahagun Manorial,2024-10-30,7.4,4.7,6.1,7.3,6.5
CVISIT01228,Mahagun Manorial,2025-03-06,10.0,6.9,4.8,6.6,7.2
CVISIT01229,Prestige,2026-01-14,4.8,7.9,8.6,7.9,8.0
CVISIT01230,Sobha Aurum,2025-01-19,6.8,7.5,8.7,8.9,8.3
CVISIT01231,Mahagun Manorial,2025-09-07,6.7,8.4,5.5,7.2,7.2
CVISIT01232,Mahagun Manorial,2026-08-06,8.2,4.9,8.1,5.8,7.1
CVISIT01233,Prestige,2024-05-10,6.2,7.4,8.0,8.1,7.5
CVISIT01234,Prestige,2026-02-10,4.7,8.0,8.6,9.1,7.6
CVISIT01235,Prestige,2025-02-21,8.0,5.2,8.2,9.5,8.1
CVISIT01236,Sobha Aurum,2025-08-06,6.2,8.7,7.9,8.8,7.4
CVISIT01237,Mahagun Manorial,2024-01-12,5.8,5.9,7.0,7.1,6.4
CVISIT01238,Mahagun Manorial,2026-11-27,7.3,6.0,3.8,8.0,6.5
CVISIT01239,Sobha Aurum,2026-05-19,5.9,6.8,7.4,7.3,7.0
CVISIT01240,Mahagun Manorial,2024-06-16,6.5,5.0,7.6,6.9,6.4
CVISIT01241,Sobha Aurum,2026-06-03,6.6,6.2,8.4,7.4,7.1
CVISIT01242,Mahagun Manorial,2026-12-24,7.0,5.1,8.2,6.1,6.9
CVISIT01243,Prestige,2024-03-28,4.9,8.5,8.3,7.7,7.3
CVISIT01244,Prestige,2025-03-19,6.4,7.6,8.4,10.0,8.8
CVISIT01245,Sobha Aurum,2025-11-28,6.7,6.6,7.9,6.9,7.2
CVISIT01246,Sobha Aurum,2026-06-09,5.6,7.3,7.3,7.5,6.9
CVISIT01247,Mahagun Manorial,2024-08-27,8.0,6.2,6.2,7.7,7.0
CVISIT01248,Prestige,2025-09-24,6.0,9.0,9.1,8.6,8.4
CVISIT01249,Prestige,2025-02-14,6.0,6.8,6.7,8.5,7.4
CVISIT01250,Prestige,2025-02-25,8.4,7.4,7.8,9.3,8.0
CVISIT01251,Prestige,2026-10-25,6.8,8.3,7.5,7.0,7.4
CVISIT01252,Sobha Aurum,2025-12-24,6.0,7.2,8.7,6.4,7.4
CVISIT01253,Mahagun Manorial,2025-03-27,7.6,6.1,6.8,6.0,6.7
CVISIT01254,Prestige,2024-03-08,5.6,7.1,6.3,9.1,7.1
CVISIT01255,Mahagun Manorial,2025-04-10,8.2,5.6,8.2,6.7,7.4
CVISIT01256,Sobha Aurum,2025-04-14,7.9,7.5,8.9,7.2,8.3
CVISIT01257,Sobha Aurum,2024-02-06,7.6,7.0,8.1,8.8,8.2
CVISIT01258,Prestige,2025-09-02,6.5,7.9,8.2,9.5,8.1
CVISIT01259,Prestige,2025-03-14,7.6,8.8,6.9,9.1,7.8
CVISIT01260,Prestige,2024-05-08,5.8,8.2,8.5,8.3,7.9
CVISIT01261,Prestige,2025-01-10,6.3,8.2,6.6,5.6,6.5
CVISIT01262,Sobha Aurum,2024-11-23,6.8,7.2,6.9,7.8,7.1
CVISIT01263,Sobha Aurum,2026-09-23,6.9,6.7,8.5,9.0,7.5
CVISIT01264,Prestige,2026-12-24,6.6,8.2,7.0,7.6,6.5
CVISIT01265,Sobha Aurum,2024-10-20,5.6,6.9,9.2,6.9,6.6
CVISIT01266,Prestige,2026-07-27,7.6,7.1,9.2,8.0,8.2
CVISIT01267,Prestige,2025-10-15,5.1,9.8,8.6,8.6,8.3
CVISIT01268,Prestige,2026-11-30,5.9,7.1,7.4,8.9,8.0
CVISIT01269,Mahagun Manorial,2024-06-02,6.9,5.2,7.2,7.4,6.9
CVISIT01270,Mahagun Manorial,2025-08-18,6.8,5.4,6.2,6.2,6.6
CVISIT01271,Mahagun Manorial,2026-11-11,7.8,4.4,6.7,6.9,6.9
CVISIT01272,Prestige,2025-01-12,6.3,8.2,7.7,9.4,8.2
CVISIT01273,Sobha Aurum,2025-05-02,7.2,5.6,10.0,8.5,7.7
CVISIT01274,Mahagun Manorial,2026-12-08,8.9,6.2,4.6,6.9,6.0
CVISIT01275,Sobha Aurum,2026-03-24,6.0,8.7,9.0,7.7,8.5
CVISIT01276,Mahagun Manorial,2025-02-21,6.2,5.9,6.7,7.2,7.1
CVISIT01277,Sobha Aurum,2024-11-15,6.8,5.7,9.0,7.3,7.9
CVISIT01278,Sobha Aurum,2024-03-29,5.1,8.0,6.9,6.4,7.5
CVISIT01279,Prestige,2025-06-22,7.7,9.5,7.0,8.9,8.5
CVISIT01280,Sobha Aurum,2024-02-01,7.7,7.9,8.9,8.6,8.6
CVISIT01281,Prestige,2026-05-23,6.0,6.8,7.0,8.4,7.6
CVISIT01282,Sobha Aurum,2024-08-31,6.5,6.0,8.1,6.2,6.8
CVISIT01283,Mahagun Manorial,2026-03-20,7.6,5.2,5.5,7.2,6.2
CVISIT01284,Prestige,2026-03-06,6.7,8.1,7.8,8.2,7.5
CVISIT01285,Prestige,2026-06-25,3.4,8.4,6.6,10.0,7.7
CVISIT01286,Prestige,2024-12-15,6.8,7.7,7.3,8.6,7.6
CVISIT01287,Sobha Aurum,2024-08-31,5.2,6.0,8.7,6.8,7.0
CVISIT01288,Mahagun Manorial,2024-02-12,9.0,6.9,7.3,5.5,7.2
CVISIT01289,Sobha Aurum,2025-10-12,5.4,6.5,8.2,6.7,7.3
CVISIT01290,Prestige,2024-07-12,4.8,7.6,6.0,8.0,6.5
CVISIT01291,Sobha Aurum,2025-01-24,3.6,7.3,8.7,8.4,7.1
CVISIT01292,Prestige,2024-04-28,7.1,9.2,8.6,10.0,9.4
CVISIT01293,Sobha Aurum,2024-04-02,6.5,5.3,7.2,9.0,7.1
CVISIT01294,Mahagun Manorial,2024-11-22,7.8,6.3,5.9,5.5,5.7
CVISIT01295,Mahagun Manorial,2025-10-29,6.5,3.6,4.8,6.9,5.4
CVISIT01296,Prestige,2025-04-29,6.2,9.3,7.1,8.5,7.9
CVISIT01297,Sobha Aurum,2026-09-30,5.6,6.0,8.8,8.4,6.8
CVISIT01298,Mahagun Manorial,2024-10-04,8.3,6.1,6.8,6.3,6.6
CVISIT01299,Sobha Aurum,2025-04-18,6.2,7.0,7.4,8.4,7.9
CVISIT01300,Sobha Aurum,2025-01-06,6.2,7.7,8.8,7.7,7.9
