Lead_ID,Customer_ID,Lead_Date,Lead_Source,Campaign_ID,Project,Lead_Status,Interest_Score,Budget_Fit,Sales_Executive_ID
LEAD13516,CUST09034,2026-12-31,Google Search,,Godrej Riverine,New,5,Yes,EXEC13
LEAD13517,CUST09034,2026-12-31,Instagram,CAMP058,Godrej Riverine,Not Interested / Lost,3,Yes,EXEC27
LEAD13518,CUST09035,2024-04-06,Google Search,,Godrej Riverine,Site Visit Scheduled,6,Partial,EXEC28
LEAD13519,CUST09035,2024-12-09,Metro Branding,CAMP096,Godrej Riverine,Qualified,7,No,EXEC26
LEAD13520,CUST09036,2025-04-28,Facebook,CAMP016,Godrej Riverine,Not Interested / Lost,8,Partial,EXEC11
LEAD13521,CUST09036,2025-06-01,Google Ads,CAMP075,Godrej Riverine,New,5,Yes,EXEC22
LEAD13522,CUST09036,2025-06-20,Google Ads,CAMP021,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC24
LEAD13523,CUST09037,2025-10-11,Instagram,CAMP128,Godrej Riverine,New,3,Partial,EXEC03
LEAD13524,CUST09038,2025-10-07,MagicBricks,,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC11
LEAD13525,CUST09039,2024-10-20,Instagram,CAMP054,Godrej Riverine,Negotiation,8,Partial,EXEC03
LEAD13526,CUST09040,2024-10-01,Google Search,,Godrej Riverine,Not Interested / Lost,3,Yes,EXEC02
LEAD13527,CUST09040,2025-06-28,Google Ads,CAMP115,Godrej Riverine,Contacted,4,Yes,EXEC28
LEAD13528,CUST09041,2025-03-07,MagicBricks,,Godrej Riverine,Contacted,10,No,EXEC07
LEAD13529,CUST09042,2024-08-29,Referral,,Godrej Riverine,Site Visit Scheduled,6,Yes,EXEC01
LEAD13530,CUST09042,2025-02-28,Referral,,Godrej Riverine,Contacted,5,No,EXEC07
LEAD13531,CUST09043,2026-05-10,Google Search,,Godrej Riverine,Site Visit Scheduled,5,Partial,EXEC03
LEAD13532,CUST09044,2025-07-12,LinkedIn,CAMP035,Godrej Riverine,Contacted,6,Partial,EXEC11
LEAD13533,CUST09045,2025-02-17,99acres,,Godrej Riverine,Qualified,6,Yes,EXEC14
LEAD13534,CUST09046,2024-02-26,Instagram,CAMP119,Godrej Riverine,Not Interested / Lost,3,Yes,EXEC27
LEAD13535,CUST09046,2024-04-16,Channel Partner,,Godrej Riverine,Not Interested / Lost,6,Partial,EXEC07
LEAD13536,CUST09046,2024-10-01,Channel Partner,,Godrej Riverine,Qualified,3,Yes,EXEC27
LEAD13537,CUST09046,2025-01-10,Referral,,Godrej Riverine,Contacted,4,Partial,EXEC23
LEAD13538,CUST09047,2025-07-08,Google Search,,Godrej Riverine,New,5,Partial,EXEC29
LEAD13539,CUST09048,2025-07-09,Google Ads,CAMP068,Godrej Riverine,Qualified,9,Partial,EXEC30
LEAD13540,CUST09048,2025-08-28,LinkedIn,CAMP071,Godrej Riverine,Qualified,5,Yes,EXEC16
LEAD13541,CUST09049,2024-01-12,Channel Partner,,Godrej Riverine,Qualified,7,Partial,EXEC12
LEAD13542,CUST09050,2024-08-01,Channel Partner,,Godrej Riverine,Contacted,5,Yes,EXEC07
LEAD13543,CUST09051,2025-01-19,Walk-In,,Godrej Riverine,Site Visit Scheduled,5,Yes,EXEC14
LEAD13544,CUST09051,2025-04-04,Housing.com,,Godrej Riverine,Not Interested / Lost,3,Partial,EXEC26
LEAD13545,CUST09052,2026-07-24,Google Search,,Godrej Riverine,New,4,Partial,EXEC25
LEAD13546,CUST09053,2025-04-17,Housing.com,,Godrej Riverine,Negotiation,10,Partial,EXEC28
LEAD13547,CUST09053,2025-06-30,Instagram,CAMP143,Godrej Riverine,Contacted,7,Partial,EXEC09
LEAD13548,CUST09053,2025-09-11,Walk-In,,Godrej Riverine,New,1,No,EXEC20
LEAD13549,CUST09053,2025-11-22,Google Ads,CAMP036,Godrej Riverine,Contacted,7,Partial,EXEC07
LEAD13550,CUST09054,2024-05-26,Housing.com,,Godrej Riverine,Contacted,7,Yes,EXEC04
LEAD13551,CUST09055,2024-05-02,Channel Partner,,Godrej Riverine,New,6,No,EXEC29
LEAD13552,CUST09056,2024-12-01,Channel Partner,,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC10
LEAD13553,CUST09056,2025-09-23,Facebook,CAMP110,Godrej Riverine,Not Interested / Lost,3,Partial,EXEC15
LEAD13554,CUST09056,2026-05-28,Instagram,CAMP130,Godrej Riverine,New,1,Partial,EXEC26
LEAD13555,CUST09057,2026-05-21,99acres,,Godrej Riverine,Contacted,4,Yes,EXEC23
LEAD13556,CUST09058,2026-06-08,Google Search,,Godrej Riverine,Not Interested / Lost,5,Partial,EXEC04
LEAD13557,CUST09059,2025-12-19,Google Ads,CAMP036,Godrej Riverine,New,4,Yes,EXEC19
LEAD13558,CUST09059,2026-07-22,Walk-In,,Godrej Riverine,Converted,9,Yes,EXEC26
LEAD13559,CUST09060,2025-10-16,99acres,,Godrej Riverine,Qualified,3,Yes,EXEC15
LEAD13560,CUST09061,2026-09-25,Walk-In,,Godrej Riverine,Contacted,6,Partial,EXEC28
LEAD13561,CUST09062,2024-10-09,Referral,,Godrej Riverine,Qualified,8,Yes,EXEC23
LEAD13562,CUST09063,2025-05-04,LinkedIn,CAMP035,Godrej Riverine,Not Interested / Lost,4,No,EXEC03
LEAD13563,CUST09064,2026-10-25,Newspaper Insert,CAMP140,Godrej Riverine,Contacted,6,Yes,EXEC30
LEAD13564,CUST09065,2026-06-16,MagicBricks,,Godrej Riverine,Not Interested / Lost,1,Partial,EXEC24
LEAD13565,CUST09066,2024-07-11,Google Search,,Godrej Riverine,Contacted,2,Yes,EXEC23
LEAD13566,CUST09067,2026-08-22,Google Ads,CAMP024,Godrej Riverine,Not Interested / Lost,3,Yes,EXEC08
LEAD13567,CUST09068,2024-09-16,MagicBricks,,Godrej Riverine,Not Interested / Lost,3,Partial,EXEC26
LEAD13568,CUST09068,2025-01-03,Google Ads,CAMP007,Godrej Riverine,New,1,Partial,EXEC25
LEAD13569,CUST09069,2024-07-10,Google Ads,CAMP129,Godrej Riverine,Contacted,8,Yes,EXEC05
LEAD13570,CUST09070,2024-06-30,Referral,,Godrej Riverine,Not Interested / Lost,1,Partial,EXEC30
LEAD13571,CUST09070,2025-02-20,Instagram,CAMP014,Godrej Riverine,New,2,No,EXEC09
LEAD13572,CUST09071,2025-05-16,Housing.com,,Godrej Riverine,Qualified,3,Yes,EXEC23
LEAD13573,CUST09072,2026-01-03,Newspaper Insert,CAMP131,Godrej Riverine,Converted,8,Partial,EXEC04
LEAD13574,CUST09073,2024-11-11,Referral,,Godrej Riverine,Contacted,3,No,EXEC22
LEAD13575,CUST09073,2024-12-19,Google Search,,Godrej Riverine,Negotiation,6,No,EXEC07
LEAD13576,CUST09073,2025-05-03,99acres,,Godrej Riverine,Site Visit Scheduled,5,Yes,EXEC17
LEAD13577,CUST09073,2025-12-24,Instagram,CAMP010,Godrej Riverine,Site Visit Scheduled,4,Yes,EXEC11
LEAD13578,CUST09074,2026-10-25,MagicBricks,,Godrej Riverine,Not Interested / Lost,6,Yes,EXEC06
LEAD13579,CUST09075,2024-06-05,Google Search,,Godrej Riverine,Contacted,1,Yes,EXEC15
LEAD13580,CUST09076,2026-10-26,Housing.com,,Godrej Riverine,Qualified,6,Yes,EXEC08
LEAD13581,CUST09076,2026-12-31,Newspaper Insert,CAMP078,Godrej Riverine,New,4,Yes,EXEC09
LEAD13582,CUST09076,2026-12-31,Newspaper Insert,CAMP020,Godrej Riverine,Site Visit Scheduled,6,Yes,EXEC18
LEAD13583,CUST09077,2024-10-02,Walk-In,,Godrej Riverine,Contacted,7,Yes,EXEC14
LEAD13584,CUST09077,2025-06-23,Channel Partner,,Godrej Riverine,Not Interested / Lost,7,Partial,EXEC05
LEAD13585,CUST09077,2025-10-24,Instagram,CAMP148,Godrej Riverine,Site Visit Scheduled,4,No,EXEC06
LEAD13586,CUST09078,2024-11-09,Walk-In,,Godrej Riverine,New,4,Yes,EXEC18
LEAD13587,CUST09078,2024-12-19,LinkedIn,CAMP035,Godrej Riverine,Converted,10,Yes,EXEC02
LEAD13588,CUST09078,2025-08-08,Google Search,,Godrej Riverine,New,5,Partial,EXEC12
LEAD13589,CUST09079,2026-08-13,Google Search,,Godrej Riverine,Not Interested / Lost,4,No,EXEC17
LEAD13590,CUST09080,2024-09-15,99acres,,Godrej Riverine,Contacted,5,Partial,EXEC28
LEAD13591,CUST09081,2026-10-31,Google Ads,CAMP012,Godrej Riverine,Site Visit Scheduled,7,Yes,EXEC20
LEAD13592,CUST09082,2025-12-26,Google Ads,CAMP036,Godrej Riverine,New,7,Partial,EXEC23
LEAD13593,CUST09082,2026-03-19,Channel Partner,,Godrej Riverine,Not Interested / Lost,5,Partial,EXEC05
LEAD13594,CUST09083,2026-12-20,Housing.com,,Godrej Riverine,Site Visit Scheduled,5,Yes,EXEC20
LEAD13595,CUST09083,2026-12-31,Facebook,CAMP132,Godrej Riverine,Contacted,7,Partial,EXEC03
LEAD13596,CUST09084,2025-05-31,Google Search,,Godrej Riverine,Negotiation,6,Yes,EXEC01
LEAD13597,CUST09085,2024-01-13,MagicBricks,,Godrej Riverine,Qualified,6,Partial,EXEC11
LEAD13598,CUST09085,2024-10-05,Referral,,Godrej Riverine,Not Interested / Lost,3,No,EXEC04
LEAD13599,CUST09085,2024-12-22,Referral,,Godrej Riverine,New,6,Partial,EXEC06
LEAD13600,CUST09086,2026-06-29,Referral,,Godrej Riverine,New,6,Yes,EXEC08
LEAD13601,CUST09087,2025-05-28,Google Ads,CAMP032,Godrej Riverine,Contacted,6,No,EXEC08
LEAD13602,CUST09088,2025-03-25,Instagram,CAMP037,Godrej Riverine,New,8,Partial,EXEC17
LEAD13603,CUST09089,2024-06-24,Google Ads,CAMP091,Godrej Riverine,New,7,Yes,EXEC16
LEAD13604,CUST09089,2025-01-02,Walk-In,,Godrej Riverine,Qualified,5,Yes,EXEC18
LEAD13605,CUST09090,2024-10-11,Facebook,CAMP043,Godrej Riverine,Contacted,9,No,EXEC16
LEAD13606,CUST09091,2025-08-27,Google Search,,Godrej Riverine,New,1,Yes,EXEC08
LEAD13607,CUST09091,2025-12-19,Housing.com,,Godrej Riverine,Negotiation,8,Yes,EXEC12
LEAD13608,CUST09092,2025-11-28,Google Ads,CAMP036,Godrej Riverine,Contacted,5,Partial,EXEC14
LEAD13609,CUST09092,2026-02-12,Google Search,,Godrej Riverine,Contacted,5,Partial,EXEC11
LEAD13610,CUST09092,2026-09-19,Instagram,CAMP011,Godrej Riverine,Site Visit Scheduled,6,No,EXEC08
LEAD13611,CUST09093,2025-04-13,Google Ads,CAMP075,Godrej Riverine,Site Visit Scheduled,6,Partial,EXEC07
LEAD13612,CUST09094,2024-08-20,Referral,,Godrej Riverine,Not Interested / Lost,3,No,EXEC05
LEAD13613,CUST09095,2024-12-25,Referral,,Godrej Riverine,New,4,Partial,EXEC19
LEAD13614,CUST09095,2025-09-24,Facebook,CAMP110,Godrej Riverine,New,6,Yes,EXEC11
LEAD13615,CUST09095,2026-05-12,Google Search,,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC13
LEAD13616,CUST09096,2025-04-12,Referral,,Godrej Riverine,Site Visit Scheduled,6,Yes,EXEC23
LEAD13617,CUST09096,2025-07-25,Walk-In,,Godrej Riverine,New,2,Partial,EXEC05
LEAD13618,CUST09097,2026-11-21,MagicBricks,,Godrej Riverine,Qualified,7,Yes,EXEC11
LEAD13619,CUST09098,2024-04-01,Instagram,CAMP119,Godrej Riverine,Site Visit Scheduled,10,Partial,EXEC27
LEAD13620,CUST09099,2026-04-08,Instagram,CAMP130,Godrej Riverine,Converted,7,Partial,EXEC08
LEAD13621,CUST09100,2024-03-19,Newspaper Insert,CAMP112,Godrej Riverine,Qualified,4,No,EXEC27
LEAD13622,CUST09101,2025-08-31,Google Search,,Godrej Riverine,Not Interested / Lost,3,Yes,EXEC18
LEAD13623,CUST09102,2024-09-10,Facebook,CAMP048,Godrej Riverine,Qualified,6,Partial,EXEC15
LEAD13624,CUST09102,2025-01-29,Newspaper Insert,CAMP042,Godrej Riverine,Converted,7,Yes,EXEC25
LEAD13625,CUST09103,2025-12-05,Google Ads,CAMP036,Godrej Riverine,Negotiation,3,Partial,EXEC21
LEAD13626,CUST09104,2024-03-16,Referral,,Godrej Riverine,Site Visit Scheduled,5,Partial,EXEC02
LEAD13627,CUST09104,2024-06-19,Instagram,CAMP093,Godrej Riverine,Site Visit Scheduled,5,Partial,EXEC15
LEAD13628,CUST09105,2025-09-22,Referral,,Godrej Riverine,Contacted,2,Partial,EXEC24
LEAD13629,CUST09106,2025-11-14,Referral,,Godrej Riverine,Site Visit Scheduled,9,Partial,EXEC08
LEAD13630,CUST09107,2025-02-28,Housing.com,,Godrej Riverine,Contacted,4,No,EXEC11
LEAD13631,CUST09107,2025-04-22,Walk-In,,Godrej Riverine,Qualified,7,Partial,EXEC29
LEAD13632,CUST09108,2024-03-08,99acres,,Godrej Riverine,Site Visit Scheduled,6,Yes,EXEC01
LEAD13633,CUST09109,2024-07-28,Channel Partner,,Godrej Riverine,Not Interested / Lost,4,Partial,EXEC17
LEAD13634,CUST09109,2025-01-22,Walk-In,,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC08
LEAD13635,CUST09109,2025-07-12,Channel Partner,,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC25
LEAD13636,CUST09110,2026-07-02,Google Ads,CAMP118,Godrej Riverine,New,2,Yes,EXEC22
LEAD13637,CUST09110,2026-12-31,Facebook,CAMP023,Godrej Riverine,Site Visit Scheduled,6,Yes,EXEC09
LEAD13638,CUST09110,2026-12-31,Google Search,,Godrej Riverine,Qualified,6,Partial,EXEC05
LEAD13639,CUST09111,2025-12-03,Housing.com,,Godrej Riverine,New,2,No,EXEC08
LEAD13640,CUST09111,2026-07-30,Google Ads,CAMP118,Godrej Riverine,Not Interested / Lost,6,No,EXEC28
LEAD13641,CUST09112,2025-11-23,Instagram,CAMP106,Godrej Riverine,Site Visit Scheduled,8,Yes,EXEC13
LEAD13642,CUST09113,2025-02-05,Google Search,,Godrej Riverine,Contacted,6,Yes,EXEC01
LEAD13643,CUST09113,2025-06-24,Facebook,CAMP132,Godrej Riverine,Contacted,1,Partial,EXEC16
LEAD13644,CUST09113,2025-10-12,Google Search,,Godrej Riverine,Contacted,6,Partial,EXEC24
LEAD13645,CUST09113,2026-06-18,Facebook,CAMP026,Godrej Riverine,Qualified,5,Yes,EXEC22
LEAD13646,CUST09114,2026-06-12,Google Search,,Godrej Riverine,Contacted,4,Yes,EXEC30
LEAD13647,CUST09115,2026-02-28,Google Ads,CAMP041,Godrej Riverine,Not Interested / Lost,6,Partial,EXEC11
LEAD13648,CUST09116,2025-12-20,Instagram,CAMP010,Godrej Riverine,Qualified,5,Partial,EXEC17
LEAD13649,CUST09117,2026-12-12,Referral,,Godrej Riverine,New,3,No,EXEC08
LEAD13650,CUST09118,2025-12-21,Facebook,CAMP030,Godrej Riverine,Qualified,5,Yes,EXEC30
LEAD13651,CUST09119,2025-06-27,Walk-In,,Godrej Riverine,Converted,8,Yes,EXEC17
LEAD13652,CUST09120,2024-07-07,Channel Partner,,Godrej Riverine,Not Interested / Lost,6,Partial,EXEC02
LEAD13653,CUST09120,2025-04-02,Referral,,Godrej Riverine,Contacted,3,Partial,EXEC09
LEAD13654,CUST09120,2025-11-08,Facebook,CAMP110,Godrej Riverine,Site Visit Scheduled,6,Partial,EXEC19
LEAD13655,CUST09121,2026-01-03,Google Ads,CAMP036,Godrej Riverine,New,1,Partial,EXEC08
LEAD13656,CUST09122,2024-11-25,Google Ads,CAMP013,Godrej Riverine,Not Interested / Lost,2,Yes,EXEC08
LEAD13657,CUST09123,2024-07-26,Walk-In,,Godrej Riverine,Contacted,4,Yes,EXEC19
LEAD13658,CUST09124,2024-08-27,Walk-In,,Godrej Riverine,Contacted,3,Partial,EXEC24
LEAD13659,CUST09125,2026-04-06,Housing.com,,Godrej Riverine,Contacted,7,Yes,EXEC26
LEAD13660,CUST09125,2026-10-23,Walk-In,,Godrej Riverine,Qualified,3,Partial,EXEC22
LEAD13661,CUST09125,2026-12-31,Google Search,,Godrej Riverine,Negotiation,7,Yes,EXEC20
LEAD13662,CUST09126,2024-08-08,Instagram,CAMP106,Godrej Riverine,Negotiation,10,Partial,EXEC30
LEAD13663,CUST09127,2024-11-15,Facebook,CAMP149,Godrej Riverine,Qualified,7,Partial,EXEC01
LEAD13664,CUST09127,2025-07-25,Instagram,CAMP143,Godrej Riverine,Contacted,6,Yes,EXEC16
LEAD13665,CUST09128,2026-06-19,MagicBricks,,Godrej Riverine,Qualified,5,Partial,EXEC20
LEAD13666,CUST09128,2026-12-31,Walk-In,,Godrej Riverine,Converted,7,Partial,EXEC25
LEAD13667,CUST09129,2025-09-06,Instagram,CAMP027,Godrej Riverine,Contacted,3,Partial,EXEC14
LEAD13668,CUST09130,2024-04-13,Google Ads,CAMP047,Godrej Riverine,New,6,Yes,EXEC09
LEAD13669,CUST09131,2026-06-21,Google Ads,CAMP099,Godrej Riverine,Not Interested / Lost,3,Partial,EXEC06
LEAD13670,CUST09132,2026-04-28,Channel Partner,,Godrej Riverine,Converted,8,Partial,EXEC14
LEAD13671,CUST09132,2026-12-31,Channel Partner,,Godrej Riverine,Qualified,6,Yes,EXEC07
LEAD13672,CUST09133,2024-02-14,Metro Branding,CAMP076,Godrej Riverine,Site Visit Scheduled,1,Partial,EXEC23
LEAD13673,CUST09134,2024-10-27,Newspaper Insert,CAMP085,Godrej Riverine,Not Interested / Lost,1,Partial,EXEC04
LEAD13674,CUST09135,2026-03-26,Facebook,CAMP049,Godrej Riverine,Contacted,5,Partial,EXEC25
LEAD13675,CUST09136,2026-12-29,Referral,,Godrej Riverine,Contacted,6,Partial,EXEC19
LEAD13676,CUST09136,2026-12-31,Instagram,CAMP136,Godrej Riverine,Not Interested / Lost,3,Partial,EXEC09
LEAD13677,CUST09137,2025-05-11,Facebook,CAMP016,Godrej Riverine,Contacted,2,Yes,EXEC14
LEAD13678,CUST09137,2025-12-14,LinkedIn,CAMP074,Godrej Riverine,Site Visit Scheduled,4,Yes,EXEC24
LEAD13679,CUST09137,2026-03-22,Walk-In,,Godrej Riverine,Not Interested / Lost,4,Partial,EXEC13
LEAD13680,CUST09137,2026-07-26,Google Search,,Godrej Riverine,Site Visit Scheduled,9,Yes,EXEC18
LEAD13681,CUST09137,2026-10-13,Google Ads,CAMP040,Godrej Riverine,New,2,No,EXEC19
LEAD13682,CUST09137,2026-11-19,LinkedIn,CAMP035,Godrej Riverine,Contacted,6,Partial,EXEC22
LEAD13683,CUST09138,2025-12-26,Google Search,,Godrej Riverine,Qualified,3,Partial,EXEC05
LEAD13684,CUST09139,2024-02-04,Facebook,CAMP094,Godrej Riverine,Contacted,3,Yes,EXEC03
LEAD13685,CUST09140,2025-05-29,Facebook,CAMP149,Godrej Riverine,Not Interested / Lost,7,Partial,EXEC15
LEAD13686,CUST09141,2025-11-29,MagicBricks,,Godrej Riverine,Contacted,2,Partial,EXEC01
LEAD13687,CUST09142,2024-01-30,Channel Partner,,Godrej Riverine,Site Visit Scheduled,5,Partial,EXEC23
LEAD13688,CUST09143,2025-10-30,Google Ads,CAMP121,Godrej Riverine,Site Visit Scheduled,6,Yes,EXEC10
LEAD13689,CUST09143,2026-08-11,Metro Branding,CAMP057,Godrej Riverine,Not Interested / Lost,2,No,EXEC12
LEAD13690,CUST09144,2024-04-08,Newspaper Insert,CAMP112,Godrej Riverine,Not Interested / Lost,1,Partial,EXEC05
LEAD13691,CUST09144,2024-08-15,MagicBricks,,Godrej Riverine,Not Interested / Lost,2,Partial,EXEC23
LEAD13692,CUST09145,2024-11-28,99acres,,Godrej Riverine,Qualified,2,Partial,EXEC10
LEAD13693,CUST09146,2024-10-29,Metro Branding,CAMP044,Godrej Riverine,Not Interested / Lost,3,Partial,EXEC03
LEAD13694,CUST09147,2024-04-06,Instagram,CAMP093,Godrej Riverine,Contacted,3,Partial,EXEC17
LEAD13695,CUST09148,2024-11-02,Google Search,,Godrej Riverine,New,2,Partial,EXEC21
LEAD13696,CUST09148,2024-12-09,99acres,,Godrej Riverine,Contacted,3,Partial,EXEC27
LEAD13697,CUST09148,2025-04-20,Facebook,CAMP016,Godrej Riverine,Site Visit Scheduled,5,Yes,EXEC28
LEAD13698,CUST09149,2024-11-28,Instagram,CAMP037,Godrej Riverine,New,2,Partial,EXEC18
LEAD13699,CUST09149,2025-07-23,MagicBricks,,Godrej Riverine,Contacted,5,Partial,EXEC01
LEAD13700,CUST09150,2026-10-28,Instagram,CAMP098,Godrej Riverine,Qualified,4,Partial,EXEC02
LEAD13701,CUST09151,2025-10-07,Channel Partner,,Godrej Riverine,Not Interested / Lost,3,Yes,EXEC22
LEAD13702,CUST09152,2025-05-03,MagicBricks,,Godrej Riverine,Contacted,5,Partial,EXEC29
LEAD13703,CUST09153,2024-10-16,Google Search,,Godrej Riverine,Negotiation,6,Partial,EXEC10
LEAD13704,CUST09153,2024-11-03,Newspaper Insert,CAMP077,Godrej Riverine,Negotiation,10,Partial,EXEC15
LEAD13705,CUST09154,2025-04-11,Channel Partner,,Godrej Riverine,Not Interested / Lost,3,Yes,EXEC21
LEAD13706,CUST09155,2024-11-08,Walk-In,,Godrej Riverine,Not Interested / Lost,2,No,EXEC28
LEAD13707,CUST09156,2025-01-27,Referral,,Godrej Riverine,Not Interested / Lost,3,Partial,EXEC30
LEAD13708,CUST09157,2026-01-29,Instagram,CAMP133,Godrej Riverine,Site Visit Scheduled,6,Yes,EXEC07
LEAD13709,CUST09158,2025-01-07,Google Ads,CAMP038,Godrej Riverine,New,6,No,EXEC23
LEAD13710,CUST09158,2025-03-03,Housing.com,,Godrej Riverine,New,3,No,EXEC30
LEAD13711,CUST09159,2026-07-02,Google Ads,CAMP066,Godrej Riverine,New,4,Yes,EXEC07
LEAD13712,CUST09159,2026-09-12,Google Ads,CAMP066,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC26
LEAD13713,CUST09160,2024-04-03,Facebook,CAMP061,Godrej Riverine,Contacted,6,Partial,EXEC05
LEAD13714,CUST09161,2024-11-06,Google Search,,Godrej Riverine,Not Interested / Lost,4,No,EXEC27
LEAD13715,CUST09162,2024-01-15,Referral,,Godrej Riverine,Not Interested / Lost,3,Partial,EXEC14
LEAD13716,CUST09163,2026-04-14,99acres,,Godrej Riverine,New,4,Partial,EXEC01
LEAD13717,CUST09164,2025-11-30,Google Ads,CAMP036,Godrej Riverine,Qualified,10,No,EXEC02
LEAD13718,CUST09165,2026-10-23,LinkedIn,CAMP102,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC19
LEAD13719,CUST09166,2025-09-21,Referral,,Godrej Riverine,Qualified,7,Partial,EXEC11
LEAD13720,CUST09166,2026-05-24,Google Search,,Godrej Riverine,Contacted,3,No,EXEC14
LEAD13721,CUST09167,2024-12-12,Walk-In,,Godrej Riverine,Converted,8,No,EXEC16
LEAD13722,CUST09168,2025-07-15,Channel Partner,,Godrej Riverine,New,7,Partial,EXEC03
LEAD13723,CUST09168,2025-09-04,99acres,,Godrej Riverine,Contacted,7,Yes,EXEC24
LEAD13724,CUST09169,2026-11-22,Referral,,Godrej Riverine,Not Interested / Lost,2,Partial,EXEC18
LEAD13725,CUST09169,2026-12-19,Facebook,CAMP083,Godrej Riverine,Site Visit Scheduled,6,Partial,EXEC20
LEAD13726,CUST09170,2025-08-07,Instagram,CAMP143,Godrej Riverine,Contacted,5,Yes,EXEC11
LEAD13727,CUST09171,2024-04-29,Referral,,Godrej Riverine,Not Interested / Lost,2,Partial,EXEC24
LEAD13728,CUST09172,2024-07-25,Facebook,CAMP138,Godrej Riverine,Qualified,10,Partial,EXEC23
LEAD13729,CUST09173,2026-10-16,LinkedIn,CAMP035,Godrej Riverine,Negotiation,8,Partial,EXEC20
LEAD13730,CUST09174,2025-10-17,Facebook,CAMP110,Godrej Riverine,Converted,7,No,EXEC24
LEAD13731,CUST09175,2024-08-23,Metro Branding,CAMP144,Godrej Riverine,Not Interested / Lost,1,Yes,EXEC18
LEAD13732,CUST09175,2025-06-10,MagicBricks,,Godrej Riverine,Negotiation,10,Yes,EXEC07
LEAD13733,CUST09175,2025-10-14,Google Search,,Godrej Riverine,New,3,Yes,EXEC12
LEAD13734,CUST09176,2025-08-03,Metro Branding,CAMP050,Godrej Riverine,Contacted,4,Yes,EXEC03
LEAD13735,CUST09177,2024-08-01,Facebook,CAMP019,Godrej Riverine,Converted,7,Partial,EXEC05
LEAD13736,CUST09178,2025-02-17,Walk-In,,Godrej Riverine,Not Interested / Lost,4,Partial,EXEC29
LEAD13737,CUST09179,2024-10-07,MagicBricks,,Godrej Riverine,Contacted,5,Yes,EXEC17
LEAD13738,CUST09180,2024-12-04,Walk-In,,Godrej Riverine,Converted,8,Yes,EXEC05
LEAD13739,CUST09180,2025-03-03,Channel Partner,,Godrej Riverine,Qualified,6,Yes,EXEC20
LEAD13740,CUST09180,2025-10-05,Google Ads,CAMP084,Godrej Riverine,Contacted,5,Yes,EXEC17
LEAD13741,CUST09181,2025-02-12,LinkedIn,CAMP071,Godrej Riverine,Converted,8,Partial,EXEC09
LEAD13742,CUST09182,2024-07-11,MagicBricks,,Godrej Riverine,Qualified,5,Yes,EXEC27
LEAD13743,CUST09183,2024-05-10,Referral,,Godrej Riverine,Contacted,5,Yes,EXEC04
LEAD13744,CUST09184,2026-02-28,Channel Partner,,Godrej Riverine,Qualified,3,Partial,EXEC23
LEAD13745,CUST09185,2025-10-05,99acres,,Godrej Riverine,Contacted,4,Partial,EXEC13
LEAD13746,CUST09186,2025-02-28,Facebook,CAMP016,Godrej Riverine,Qualified,5,Yes,EXEC29
LEAD13747,CUST09187,2026-12-15,Google Ads,CAMP126,Godrej Riverine,Contacted,6,Partial,EXEC02
LEAD13748,CUST09188,2026-08-15,99acres,,Godrej Riverine,Converted,9,Yes,EXEC19
LEAD13749,CUST09189,2024-07-10,Google Search,,Godrej Riverine,Converted,8,Yes,EXEC12
LEAD13750,CUST09189,2024-10-16,Housing.com,,Godrej Riverine,Not Interested / Lost,3,Yes,EXEC28
LEAD13751,CUST09189,2025-02-24,Channel Partner,,Godrej Riverine,Not Interested / Lost,3,Yes,EXEC19
LEAD13752,CUST09190,2025-10-31,MagicBricks,,Godrej Riverine,Contacted,2,Yes,EXEC22
LEAD13753,CUST09191,2024-12-25,Referral,,Godrej Riverine,Contacted,6,Yes,EXEC15
LEAD13754,CUST09191,2025-03-26,Walk-In,,Godrej Riverine,New,2,Yes,EXEC22
LEAD13755,CUST09192,2025-09-30,Instagram,CAMP145,Godrej Riverine,Contacted,2,Yes,EXEC01
LEAD13756,CUST09193,2025-09-20,MagicBricks,,Godrej Riverine,Contacted,4,Yes,EXEC26
LEAD13757,CUST09194,2025-06-15,LinkedIn,CAMP035,Godrej Riverine,Not Interested / Lost,3,Partial,EXEC16
LEAD13758,CUST09195,2025-06-14,99acres,,Godrej Riverine,Contacted,3,Partial,EXEC15
LEAD13759,CUST09196,2024-08-23,LinkedIn,CAMP108,Godrej Riverine,Qualified,5,Partial,EXEC17
LEAD13760,CUST09196,2024-09-24,Google Search,,Godrej Riverine,Contacted,2,Partial,EXEC02
LEAD13761,CUST09197,2026-09-01,Channel Partner,,Godrej Riverine,New,4,No,EXEC20
LEAD13762,CUST09198,2024-06-09,Newspaper Insert,CAMP028,Godrej Riverine,Contacted,4,Partial,EXEC12
LEAD13763,CUST09198,2024-12-26,Instagram,CAMP014,Godrej Riverine,Contacted,9,Partial,EXEC27
LEAD13764,CUST09199,2026-12-26,Referral,,Godrej Riverine,Contacted,4,Partial,EXEC02
