Survey_ID,Lead_ID,Trust_Score,FOMO_Score,Luxury_Score,Investment_Score,Price_Sensitivity,Transparency_Rating,Booking_Decision
SURV06688,LEAD11155,9,7,4,3,5,9,Yes
SURV06689,LEAD11155,9,7,5,3,6,10,Yes
SURV06690,LEAD11155,10,7,3,4,6,10,Yes
SURV06691,LEAD11157,8,6,3,5,5,8,No
SURV06692,LEAD11157,7,6,2,5,4,9,Yes
SURV06693,LEAD11158,5,6,5,2,4,4,No
SURV06694,LEAD11161,6,5,4,4,6,6,No
SURV06695,LEAD11162,8,5,6,3,6,8,No
SURV06696,LEAD11168,6,6,3,8,5,6,No
SURV06697,LEAD11171,8,7,5,4,4,7,No
SURV06698,LEAD11173,6,4,4,5,7,5,No
SURV06699,LEAD11175,5,6,5,6,4,5,Yes
SURV06700,LEAD11176,5,5,7,3,5,7,No
SURV06701,LEAD11176,6,6,6,1,3,6,No
SURV06702,LEAD11178,7,8,2,6,6,7,No
SURV06703,LEAD11178,5,4,3,10,6,6,No
SURV06704,LEAD11181,7,8,3,7,5,7,No
SURV06705,LEAD11182,6,4,4,8,4,6,No
SURV06706,LEAD11185,2,6,2,7,5,1,No
SURV06707,LEAD11186,9,7,5,6,7,10,Yes
SURV06708,LEAD11186,9,7,6,8,7,10,Yes
SURV06709,LEAD11187,8,5,4,8,3,6,Yes
SURV06710,LEAD11188,6,5,7,2,5,6,No
SURV06711,LEAD11195,8,9,10,5,3,9,No
SURV06712,LEAD11195,9,5,7,5,5,9,No
SURV06713,LEAD11195,8,4,9,4,4,9,Yes
SURV06714,LEAD11197,4,5,3,7,5,4,No
SURV06715,LEAD11201,9,6,4,7,6,9,No
SURV06716,LEAD11201,7,7,2,7,6,9,No
SURV06717,LEAD11205,5,3,4,8,9,5,No
SURV06718,LEAD11210,6,4,3,8,5,4,No
SURV06719,LEAD11211,6,7,5,3,7,7,No
SURV06720,LEAD11215,6,4,4,8,6,6,No
SURV06721,LEAD11219,7,6,5,10,5,7,Yes
SURV06722,LEAD11221,7,4,5,7,6,6,No
SURV06723,LEAD11222,7,5,5,7,4,7,No
SURV06724,LEAD11223,7,6,4,6,5,8,No
SURV06725,LEAD11225,7,7,7,8,3,5,No
SURV06726,LEAD11227,9,9,4,5,5,9,Yes
SURV06727,LEAD11229,9,7,7,7,4,9,Yes
SURV06728,LEAD11230,8,6,4,6,6,8,Yes
SURV06729,LEAD11234,8,7,2,4,4,9,No
SURV06730,LEAD11234,5,4,3,3,6,6,No
SURV06731,LEAD11235,6,2,3,7,7,7,No
SURV06732,LEAD11239,5,6,3,7,8,4,No
SURV06733,LEAD11245,8,6,2,4,7,8,No
SURV06734,LEAD11245,7,5,4,2,6,6,No
SURV06735,LEAD11245,8,5,3,4,4,6,No
SURV06736,LEAD11246,6,5,3,6,6,5,No
SURV06737,LEAD11249,9,7,3,3,7,9,Yes
SURV06738,LEAD11249,9,8,5,3,7,9,Yes
SURV06739,LEAD11251,8,5,5,8,6,9,No
SURV06740,LEAD11252,5,4,6,8,3,4,No
SURV06741,LEAD11253,5,5,6,9,5,4,No
SURV06742,LEAD11258,6,4,4,4,7,7,No
SURV06743,LEAD11262,7,6,5,8,6,8,No
SURV06744,LEAD11263,7,6,4,5,4,7,Yes
SURV06745,LEAD11264,5,6,3,3,6,5,No
SURV06746,LEAD11265,9,8,4,3,4,10,Yes
SURV06747,LEAD11270,7,7,4,5,8,6,No
SURV06748,LEAD11275,6,7,3,2,6,7,No
SURV06749,LEAD11280,5,6,4,7,7,5,No
SURV06750,LEAD11281,9,4,2,6,3,8,Yes
SURV06751,LEAD11281,10,8,2,1,5,10,Yes
SURV06752,LEAD11282,5,3,1,2,7,6,No
SURV06753,LEAD11282,7,4,2,5,4,8,No
SURV06754,LEAD11282,6,7,2,6,7,4,No
SURV06755,LEAD11285,7,7,1,6,7,8,Yes
SURV06756,LEAD11288,9,8,2,3,8,9,No
SURV06757,LEAD11289,6,6,3,4,5,5,No
SURV06758,LEAD11290,8,7,1,2,5,7,No
SURV06759,LEAD11295,7,5,3,4,5,8,No
SURV06760,LEAD11296,5,8,4,3,6,2,No
SURV06761,LEAD11306,7,2,2,6,6,7,No
SURV06762,LEAD11309,5,7,2,4,5,5,No
SURV06763,LEAD11310,8,8,3,8,6,8,Yes
SURV06764,LEAD11310,7,7,2,8,3,6,Yes
SURV06765,LEAD11312,7,5,7,6,3,7,No
SURV06766,LEAD11315,8,4,2,6,7,10,No
SURV06767,LEAD11319,6,6,2,8,5,5,No
SURV06768,LEAD11320,5,7,4,8,6,6,No
SURV06769,LEAD11320,7,5,2,6,7,4,No
SURV06770,LEAD11322,5,2,5,5,5,4,No
SURV06771,LEAD11323,6,7,3,4,6,6,No
SURV06772,LEAD11323,6,5,2,5,4,7,Yes
SURV06773,LEAD11323,7,7,1,5,4,6,Yes
SURV06774,LEAD11326,6,7,3,9,7,5,No
SURV06775,LEAD11326,5,3,2,7,7,3,No
SURV06776,LEAD11327,5,5,9,7,3,3,No
SURV06777,LEAD11328,9,7,1,2,8,9,No
SURV06778,LEAD11331,8,3,3,5,4,8,Yes
SURV06779,LEAD11331,7,5,4,3,3,8,No
SURV06780,LEAD11333,8,3,5,1,4,9,No
SURV06781,LEAD11333,3,4,2,3,5,4,No
SURV06782,LEAD11333,5,5,3,3,8,5,No
SURV06783,LEAD11334,8,8,5,6,5,8,Yes
SURV06784,LEAD11334,6,7,4,7,6,7,No
SURV06785,LEAD11334,8,8,5,6,6,7,No
SURV06786,LEAD11341,6,3,4,6,7,6,No
SURV06787,LEAD11342,6,4,6,8,4,6,No
SURV06788,LEAD11343,6,5,6,7,5,7,No
SURV06789,LEAD11345,5,3,5,6,7,7,No
SURV06790,LEAD11345,6,6,5,10,3,6,No
SURV06791,LEAD11346,3,1,6,7,4,3,No
SURV06792,LEAD11347,8,7,4,4,5,8,No
SURV06793,LEAD11349,6,7,3,6,5,6,No
SURV06794,LEAD11350,6,5,5,3,5,7,No
SURV06795,LEAD11350,3,3,4,1,6,2,No
SURV06796,LEAD11350,4,6,2,4,7,5,No
SURV06797,LEAD11351,5,5,4,8,8,5,No
SURV06798,LEAD11351,4,5,6,7,4,3,No
SURV06799,LEAD11351,4,4,3,7,6,5,No
SURV06800,LEAD11353,7,3,2,10,5,7,Yes
SURV06801,LEAD11354,6,3,2,4,7,5,No
SURV06802,LEAD11354,7,5,1,6,6,9,No
SURV06803,LEAD11354,8,7,1,2,7,10,No
SURV06804,LEAD11356,7,7,2,2,5,7,No
SURV06805,LEAD11356,8,7,1,4,6,7,No
SURV06806,LEAD11357,6,5,1,5,8,6,No
SURV06807,LEAD11357,5,5,1,4,7,5,No
SURV06808,LEAD11359,6,1,4,4,8,6,No
SURV06809,LEAD11359,6,3,4,4,8,5,No
SURV06810,LEAD11365,10,8,3,8,6,10,Yes
SURV06811,LEAD11365,8,8,1,10,6,8,Yes
SURV06812,LEAD11370,8,6,6,3,5,6,No
SURV06813,LEAD11375,9,8,4,5,4,7,Yes
SURV06814,LEAD11376,7,5,4,4,4,9,No
SURV06815,LEAD11375,10,5,3,2,3,10,Yes
SURV06816,LEAD11377,7,6,6,4,5,8,No
SURV06817,LEAD11377,7,7,4,6,7,8,No
SURV06818,LEAD11377,6,4,3,7,6,6,No
SURV06819,LEAD11380,7,1,2,4,5,9,No
SURV06820,LEAD11383,7,6,5,8,3,6,No
SURV06821,LEAD11387,5,6,4,7,4,4,No
SURV06822,LEAD11391,7,3,3,8,4,8,No
SURV06823,LEAD11392,7,7,5,8,7,6,No
SURV06824,LEAD11393,6,5,5,9,7,6,No
SURV06825,LEAD11394,6,4,1,3,7,8,No
SURV06826,LEAD11396,7,4,4,3,6,6,No
SURV06827,LEAD11398,9,7,4,4,6,10,Yes
SURV06828,LEAD11399,9,9,3,5,5,10,Yes
SURV06829,LEAD11399,8,8,4,4,7,8,No
SURV06830,LEAD11399,8,8,3,2,6,6,No
SURV06831,LEAD11401,5,8,2,4,7,5,No
SURV06832,LEAD11404,5,5,5,2,6,4,No
SURV06833,LEAD11405,7,6,5,4,7,10,No
SURV06834,LEAD11405,6,8,5,3,6,6,No
SURV06835,LEAD11407,8,5,3,1,5,7,Yes
SURV06836,LEAD11407,8,3,6,3,5,9,No
SURV06837,LEAD11410,4,7,3,3,8,3,No
SURV06838,LEAD11413,10,7,4,8,6,10,No
SURV06839,LEAD11413,7,7,3,6,3,6,Yes
SURV06840,LEAD11414,8,7,4,3,5,9,No
SURV06841,LEAD11415,9,5,4,6,4,10,Yes
SURV06842,LEAD11416,8,8,3,4,4,6,No
SURV06843,LEAD11418,7,7,3,8,7,9,No
SURV06844,LEAD11418,8,7,2,4,7,7,No
SURV06845,LEAD11420,8,4,1,4,7,8,No
SURV06846,LEAD11421,5,6,2,4,7,5,No
SURV06847,LEAD11421,7,9,3,3,6,7,No
SURV06848,LEAD11422,7,5,2,6,5,7,Yes
SURV06849,LEAD11422,6,6,2,6,7,6,No
SURV06850,LEAD11423,6,7,3,5,9,6,No
SURV06851,LEAD11427,6,2,1,8,7,5,No
SURV06852,LEAD11427,5,5,4,8,4,6,No
SURV06853,LEAD11427,8,3,1,7,7,7,No
SURV06854,LEAD11429,7,7,6,3,4,6,No
SURV06855,LEAD11431,10,7,8,6,4,10,Yes
SURV06856,LEAD11432,9,5,4,4,4,8,No
SURV06857,LEAD11433,6,3,4,3,5,7,No
SURV06858,LEAD11434,8,6,4,6,5,8,No
SURV06859,LEAD11434,6,3,3,4,7,4,No
SURV06860,LEAD11434,7,6,4,6,5,6,Yes
SURV06861,LEAD11436,8,5,3,4,4,6,Yes
SURV06862,LEAD11437,6,5,4,4,8,8,No
SURV06863,LEAD11441,9,9,4,5,3,10,Yes
SURV06864,LEAD11441,8,6,1,8,6,8,No
SURV06865,LEAD11442,8,6,7,6,6,7,No
SURV06866,LEAD11444,6,4,4,7,7,5,No
SURV06867,LEAD11445,7,7,5,5,5,7,No
SURV06868,LEAD11446,6,5,1,6,5,7,Yes
SURV06869,LEAD11446,6,3,5,4,7,7,No
SURV06870,LEAD11452,7,5,1,1,7,7,No
SURV06871,LEAD11454,9,6,1,5,5,10,Yes
SURV06872,LEAD11455,5,5,3,4,7,3,No
SURV06873,LEAD11459,5,6,5,2,8,8,No
SURV06874,LEAD11459,7,4,3,5,6,6,No
SURV06875,LEAD11462,6,4,5,5,8,5,No
SURV06876,LEAD11464,7,6,5,9,4,7,Yes
SURV06877,LEAD11466,6,7,1,6,8,6,No
SURV06878,LEAD11466,8,9,2,8,6,9,No
SURV06879,LEAD11466,8,8,1,3,6,7,Yes
SURV06880,LEAD11467,3,3,1,4,7,3,No
SURV06881,LEAD11467,6,7,1,5,5,6,No
SURV06882,LEAD11468,5,3,1,8,6,3,No
SURV06883,LEAD11474,4,4,1,3,7,6,No
SURV06884,LEAD11474,6,7,4,3,6,6,No
SURV06885,LEAD11477,6,7,6,7,6,7,No
SURV06886,LEAD11479,9,6,6,8,5,8,No
SURV06887,LEAD11480,6,6,3,5,8,7,No
SURV06888,LEAD11482,5,3,1,4,5,6,No
SURV06889,LEAD11483,5,6,4,9,9,4,No
SURV06890,LEAD11483,7,4,5,4,7,7,No
SURV06891,LEAD11484,7,6,3,6,4,6,No
SURV06892,LEAD11489,7,7,1,1,5,8,Yes
SURV06893,LEAD11491,8,5,1,1,7,8,Yes
SURV06894,LEAD11491,9,2,1,3,6,10,Yes
SURV06895,LEAD11492,5,5,5,3,3,4,Yes
SURV06896,LEAD11493,5,5,1,5,6,5,No
SURV06897,LEAD11493,7,7,1,5,7,8,No
SURV06898,LEAD11498,6,5,5,5,8,6,No
SURV06899,LEAD11499,7,8,4,3,3,7,Yes
SURV06900,LEAD11502,10,9,3,5,5,10,No
SURV06901,LEAD11502,10,9,2,5,6,8,Yes
SURV06902,LEAD11502,10,7,5,3,5,10,Yes
SURV06903,LEAD11508,8,8,5,7,6,9,Yes
SURV06904,LEAD11510,6,3,3,8,5,5,No
SURV06905,LEAD11510,6,4,5,6,5,5,No
SURV06906,LEAD11510,6,6,6,6,4,5,No
SURV06907,LEAD11512,10,5,4,6,4,10,Yes
SURV06908,LEAD11512,7,8,6,7,6,7,No
SURV06909,LEAD11513,3,5,4,6,7,5,No
SURV06910,LEAD11515,6,5,2,4,4,5,No
SURV06911,LEAD11515,6,6,3,4,6,5,Yes
SURV06912,LEAD11515,6,8,4,3,5,7,No
SURV06913,LEAD11517,6,5,6,4,4,6,No
SURV06914,LEAD11517,5,7,3,6,6,3,No
SURV06915,LEAD11518,9,7,2,6,5,9,Yes
SURV06916,LEAD11519,6,5,3,4,7,5,No
SURV06917,LEAD11529,5,8,3,3,6,4,No
SURV06918,LEAD11529,6,5,5,4,6,6,No
SURV06919,LEAD11529,6,5,2,5,5,8,No
SURV06920,LEAD11532,4,6,5,4,7,3,No
SURV06921,LEAD11534,6,6,2,7,9,6,No
SURV06922,LEAD11536,8,7,4,4,4,8,No
SURV06923,LEAD11536,6,7,5,4,3,7,No
SURV06924,LEAD11536,7,5,4,5,5,7,No
SURV06925,LEAD11537,6,4,6,6,5,6,No
SURV06926,LEAD11538,10,7,6,5,1,10,Yes
SURV06927,LEAD11539,4,6,7,5,5,2,Yes
SURV06928,LEAD11544,8,8,2,4,8,9,No
SURV06929,LEAD11557,6,7,4,9,6,5,No
SURV06930,LEAD11558,8,9,3,4,8,8,No
SURV06931,LEAD11559,6,7,3,6,3,6,No
SURV06932,LEAD11560,6,6,3,9,6,7,No
SURV06933,LEAD11562,5,8,1,5,5,5,No
SURV06934,LEAD11564,3,8,4,1,5,2,Yes
SURV06935,LEAD11564,5,3,2,4,7,4,No
SURV06936,LEAD11565,5,6,3,2,6,7,No
SURV06937,LEAD11567,8,5,2,7,6,9,Yes
SURV06938,LEAD11567,5,7,3,5,8,3,No
SURV06939,LEAD11567,8,5,1,4,7,7,No
SURV06940,LEAD11568,7,7,1,6,7,7,No
SURV06941,LEAD11571,6,3,3,5,8,6,No
SURV06942,LEAD11571,7,4,2,3,8,6,No
SURV06943,LEAD11572,5,4,3,9,5,5,No
SURV06944,LEAD11572,5,4,3,7,7,6,No
SURV06945,LEAD11573,8,6,3,3,6,8,Yes
SURV06946,LEAD11573,8,6,6,1,8,8,No
SURV06947,LEAD11574,9,6,4,4,7,8,No
SURV06948,LEAD11579,9,9,1,6,6,9,Yes
SURV06949,LEAD11579,8,7,3,10,5,7,Yes
SURV06950,LEAD11580,6,7,5,6,6,6,No
SURV06951,LEAD11582,10,7,6,3,3,10,Yes
SURV06952,LEAD11583,7,7,6,6,5,8,No
SURV06953,LEAD11583,7,6,2,5,5,7,No
SURV06954,LEAD11584,7,3,4,8,6,7,No
SURV06955,LEAD11585,5,3,1,5,6,5,No
SURV06956,LEAD11588,5,4,3,6,7,4,No
SURV06957,LEAD11589,4,1,1,6,7,3,No
SURV06958,LEAD11594,8,4,2,7,4,7,No
SURV06959,LEAD11594,7,3,1,7,7,6,No
SURV06960,LEAD11599,6,8,3,4,8,8,No
SURV06961,LEAD11600,8,6,6,3,6,8,No
SURV06962,LEAD11601,7,6,3,4,5,8,Yes
SURV06963,LEAD11601,7,4,5,5,7,7,No
SURV06964,LEAD11603,7,4,2,6,7,7,Yes
SURV06965,LEAD11604,6,5,3,4,8,6,No
SURV06966,LEAD11604,7,5,2,6,6,8,No
SURV06967,LEAD11604,6,6,3,5,6,6,No
SURV06968,LEAD11607,10,5,3,7,5,10,No
SURV06969,LEAD11607,7,6,6,7,5,8,Yes
SURV06970,LEAD11607,7,7,6,7,2,7,No
SURV06971,LEAD11609,7,3,6,8,6,7,No
SURV06972,LEAD11609,7,3,2,3,5,7,No
SURV06973,LEAD11613,5,6,6,4,6,7,No
SURV06974,LEAD11615,5,3,3,8,4,4,No
SURV06975,LEAD11615,4,3,3,8,7,5,No
SURV06976,LEAD11616,9,6,5,5,4,10,Yes
SURV06977,LEAD11616,10,5,4,5,4,10,Yes
SURV06978,LEAD11617,10,4,5,5,5,10,Yes
SURV06979,LEAD11617,8,7,6,3,5,9,Yes
SURV06980,LEAD11620,7,9,5,9,8,7,No
SURV06981,LEAD11620,9,6,4,9,7,10,No
SURV06982,LEAD11620,7,7,4,6,8,6,No
SURV06983,LEAD11626,8,9,3,8,6,7,No
SURV06984,LEAD11629,7,5,2,7,7,6,No
SURV06985,LEAD11630,6,7,3,8,5,7,No
SURV06986,LEAD11630,5,8,2,8,6,5,No
SURV06987,LEAD11632,8,7,1,4,5,8,Yes
SURV06988,LEAD11632,8,5,2,2,6,9,No
SURV06989,LEAD11633,8,5,7,3,6,8,No
SURV06990,LEAD11635,6,5,4,2,5,7,Yes
SURV06991,LEAD11635,5,5,5,4,7,5,No
SURV06992,LEAD11639,8,7,4,7,7,7,Yes
SURV06993,LEAD11640,6,3,2,7,6,6,No
SURV06994,LEAD11642,7,5,2,7,7,6,No
SURV06995,LEAD11642,6,7,3,9,9,5,No
SURV06996,LEAD11645,8,3,8,2,5,7,No
SURV06997,LEAD11645,7,3,6,2,7,7,No
SURV06998,LEAD11648,8,7,4,4,6,9,Yes
SURV06999,LEAD11653,4,5,2,3,5,3,No
SURV07000,LEAD11655,7,6,4,4,6,5,No
SURV07001,LEAD11656,7,5,4,3,5,7,No
SURV07002,LEAD11657,7,5,7,3,6,6,No
SURV07003,LEAD11657,8,7,1,3,6,7,No
SURV07004,LEAD11663,5,7,3,5,5,5,No
SURV07005,LEAD11663,6,4,5,7,7,8,No
SURV07006,LEAD11664,9,6,3,3,6,8,No
SURV07007,LEAD11664,6,7,5,3,5,7,No
SURV07008,LEAD11668,8,6,4,4,5,9,No
SURV07009,LEAD11671,4,6,4,2,6,6,No
SURV07010,LEAD11673,8,6,6,6,2,8,Yes
SURV07011,LEAD11673,8,8,6,9,4,10,Yes
SURV07012,LEAD11673,7,6,7,9,6,8,Yes
SURV07013,LEAD11674,8,7,6,6,5,9,Yes
SURV07014,LEAD11674,10,6,4,8,6,10,Yes
SURV07015,LEAD11676,6,8,2,6,8,7,No
SURV07016,LEAD11678,7,7,4,3,7,5,No
SURV07017,LEAD11682,5,3,3,10,7,4,No
SURV07018,LEAD11683,10,7,4,3,4,10,Yes
SURV07019,LEAD11683,10,3,5,1,7,10,Yes
SURV07020,LEAD11684,7,4,2,7,6,7,No
SURV07021,LEAD11684,7,5,2,5,5,7,No
SURV07022,LEAD11688,8,4,1,4,7,8,No
SURV07023,LEAD11688,10,4,1,2,5,10,No
SURV07024,LEAD11688,5,5,1,4,8,5,No
SURV07025,LEAD11691,6,5,3,9,6,7,No
SURV07026,LEAD11691,8,7,3,8,6,8,Yes
SURV07027,LEAD11691,9,5,3,8,4,10,No
SURV07028,LEAD11692,7,5,6,7,2,7,No
SURV07029,LEAD11694,5,6,1,10,7,5,No
SURV07030,LEAD11695,6,6,3,6,6,7,No
SURV07031,LEAD11696,9,7,4,6,7,10,Yes
SURV07032,LEAD11696,7,8,2,4,6,8,Yes
SURV07033,LEAD11696,7,8,2,2,6,6,Yes
SURV07034,LEAD11700,9,7,5,8,6,8,No
SURV07035,LEAD11700,6,6,5,7,4,7,Yes
SURV07036,LEAD11700,7,6,5,8,7,5,No
SURV07037,LEAD11701,8,8,2,4,3,8,Yes
SURV07038,LEAD11705,4,5,1,3,7,3,No
SURV07039,LEAD11706,3,5,2,3,7,3,No
SURV07040,LEAD11707,5,3,3,5,4,4,No
SURV07041,LEAD11707,5,5,5,3,7,5,No
SURV07042,LEAD11708,7,3,3,7,5,7,No
SURV07043,LEAD11709,7,8,2,6,5,6,No
SURV07044,LEAD11710,6,8,4,3,6,7,No
SURV07045,LEAD11713,6,6,6,4,6,6,No
SURV07046,LEAD11714,6,6,4,3,8,5,No
SURV07047,LEAD11715,10,7,3,10,3,9,Yes
SURV07048,LEAD11716,8,6,2,2,4,7,No
SURV07049,LEAD11718,9,7,4,4,6,9,Yes
SURV07050,LEAD11718,7,7,6,5,4,6,Yes
SURV07051,LEAD11718,9,6,3,4,4,10,No
SURV07052,LEAD11720,7,6,3,5,8,8,Yes
SURV07053,LEAD11720,6,6,1,2,6,5,Yes
SURV07054,LEAD11721,5,4,3,8,8,4,No
SURV07055,LEAD11727,5,4,1,5,6,5,No
SURV07056,LEAD11727,5,7,5,5,6,6,No
SURV07057,LEAD11728,7,7,3,4,6,5,No
SURV07058,LEAD11728,7,8,3,6,6,6,No
SURV07059,LEAD11728,9,4,5,6,5,10,No
SURV07060,LEAD11729,6,7,3,1,6,7,No
SURV07061,LEAD11734,7,6,2,3,3,9,No
SURV07062,LEAD11736,7,5,4,4,5,8,No
SURV07063,LEAD11737,8,5,4,3,8,9,No
SURV07064,LEAD11740,7,7,7,5,3,5,No
SURV07065,LEAD11743,8,8,3,8,6,9,Yes
SURV07066,LEAD11747,6,3,3,4,7,7,No
SURV07067,LEAD11747,7,5,1,7,6,6,No
SURV07068,LEAD11750,8,8,4,6,5,9,Yes
SURV07069,LEAD11751,9,7,3,5,5,8,Yes
SURV07070,LEAD11751,8,5,4,4,6,9,No
SURV07071,LEAD11752,4,5,5,7,7,5,No
SURV07072,LEAD11756,7,3,2,5,6,7,No
SURV07073,LEAD11756,7,4,1,4,8,7,No
SURV07074,LEAD11757,5,6,2,8,5,6,Yes
SURV07075,LEAD11757,6,3,4,5,6,7,No
SURV07076,LEAD11758,8,3,3,7,7,10,No
SURV07077,LEAD11758,7,5,3,10,5,6,No
SURV07078,LEAD11766,6,7,6,7,6,7,No
SURV07079,LEAD11766,6,9,5,5,8,6,No
SURV07080,LEAD11775,5,6,6,7,6,5,No
SURV07081,LEAD11775,4,5,4,5,5,6,No
SURV07082,LEAD11776,4,7,5,5,5,4,Yes
SURV07083,LEAD11777,6,5,7,8,5,6,No
SURV07084,LEAD11778,5,5,1,4,7,5,No
SURV07085,LEAD11781,7,3,3,3,5,6,No
SURV07086,LEAD11782,7,8,3,4,3,7,No
SURV07087,LEAD11783,7,4,5,3,4,6,No
SURV07088,LEAD11783,7,6,5,5,3,6,No
SURV07089,LEAD11783,6,5,3,3,4,7,No
SURV07090,LEAD11787,6,5,4,9,6,5,No
SURV07091,LEAD11788,8,3,3,3,7,9,No
SURV07092,LEAD11789,5,7,3,9,6,4,No
SURV07093,LEAD11792,8,7,4,3,7,8,No
SURV07094,LEAD11793,9,10,5,5,4,8,Yes
SURV07095,LEAD11793,7,4,5,6,5,10,No
SURV07096,LEAD11793,7,10,5,7,5,7,Yes
SURV07097,LEAD11795,7,5,1,7,6,8,No
SURV07098,LEAD11796,7,8,1,7,6,6,No
SURV07099,LEAD11796,8,9,2,7,6,9,No
SURV07100,LEAD11797,6,5,2,10,4,6,Yes
SURV07101,LEAD11798,4,5,3,8,6,4,No
SURV07102,LEAD11801,6,7,2,5,6,5,Yes
SURV07103,LEAD11804,7,5,2,2,6,8,No
SURV07104,LEAD11804,6,7,4,3,6,7,No
SURV07105,LEAD11805,4,5,4,6,4,3,No
SURV07106,LEAD11805,7,4,3,4,6,7,Yes
SURV07107,LEAD11809,5,5,6,4,5,6,No
SURV07108,LEAD11811,8,6,3,6,4,7,No
SURV07109,LEAD11811,8,4,4,7,5,8,No
SURV07110,LEAD11811,7,7,5,8,5,6,No
SURV07111,LEAD11812,8,5,4,2,4,8,No
SURV07112,LEAD11815,5,7,5,6,5,5,No
SURV07113,LEAD11816,9,6,2,2,5,8,No
SURV07114,LEAD11817,5,6,3,4,6,6,No
SURV07115,LEAD11818,5,8,4,6,5,5,No
SURV07116,LEAD11820,9,6,1,6,6,10,Yes
SURV07117,LEAD11823,10,7,4,4,9,10,No
SURV07118,LEAD11823,9,7,2,8,3,9,Yes
SURV07119,LEAD11823,10,7,2,6,4,9,Yes
SURV07120,LEAD11824,5,5,7,1,3,4,No
SURV07121,LEAD11826,8,9,4,3,2,8,Yes
SURV07122,LEAD11829,7,6,5,8,4,5,No
SURV07123,LEAD11830,7,5,2,6,3,5,Yes
SURV07124,LEAD11831,9,9,3,5,7,9,Yes
SURV07125,LEAD11831,10,7,4,9,4,8,Yes
SURV07126,LEAD11831,10,9,3,6,6,10,Yes
SURV07127,LEAD11834,8,5,5,8,7,7,No
SURV07128,LEAD11834,4,3,4,8,7,6,No
SURV07129,LEAD11837,5,6,4,9,6,4,No
SURV07130,LEAD11838,9,7,3,5,5,10,No
SURV07131,LEAD11842,7,6,2,8,5,6,No
SURV07132,LEAD11845,4,5,4,5,8,3,No
SURV07133,LEAD11850,10,8,5,6,6,9,No
SURV07134,LEAD11850,8,9,2,5,7,7,Yes
SURV07135,LEAD11850,9,8,4,5,6,9,Yes
SURV07136,LEAD11863,8,7,5,5,2,8,No
SURV07137,LEAD11866,6,5,1,4,7,7,No
SURV07138,LEAD11868,5,6,4,2,5,6,No
SURV07139,LEAD11868,9,4,4,5,5,7,No
SURV07140,LEAD11869,6,6,5,4,6,5,No
SURV07141,LEAD11869,6,6,3,3,5,7,No
SURV07142,LEAD11869,7,6,1,2,6,8,No
SURV07143,LEAD11870,8,5,2,3,7,7,Yes
SURV07144,LEAD11874,7,3,4,1,7,6,No
SURV07145,LEAD11879,8,3,3,4,9,9,No
SURV07146,LEAD11882,6,7,1,8,9,7,No
SURV07147,LEAD11882,9,6,3,7,9,10,No
SURV07148,LEAD11883,7,3,4,10,8,8,No
SURV07149,LEAD11883,6,6,3,8,6,7,No
SURV07150,LEAD11884,6,3,4,4,4,6,No
SURV07151,LEAD11885,6,7,7,3,4,5,No
SURV07152,LEAD11886,6,6,6,4,3,6,No
SURV07153,LEAD11889,6,5,6,5,3,6,No
SURV07154,LEAD11890,9,5,7,5,3,9,Yes
SURV07155,LEAD11891,8,3,6,3,5,9,No
SURV07156,LEAD11892,7,3,6,2,2,9,No
SURV07157,LEAD11893,6,4,2,3,7,6,Yes
SURV07158,LEAD11900,5,4,5,9,5,5,No
SURV07159,LEAD11901,6,4,3,6,3,5,No
SURV07160,LEAD11904,5,3,4,8,8,4,No
SURV07161,LEAD11905,8,8,4,8,5,8,Yes
SURV07162,LEAD11906,3,7,4,8,6,3,No
SURV07163,LEAD11908,8,6,6,4,4,8,Yes
SURV07164,LEAD11908,8,8,5,6,6,8,No
SURV07165,LEAD11912,6,4,1,6,6,5,No
SURV07166,LEAD11912,4,6,3,6,5,7,No
SURV07167,LEAD11917,4,7,1,1,7,6,No
SURV07168,LEAD11918,7,8,1,3,7,7,No
SURV07169,LEAD11919,8,4,3,3,5,6,No
SURV07170,LEAD11920,4,7,4,5,5,4,No
SURV07171,LEAD11925,5,6,2,9,5,4,Yes
SURV07172,LEAD11925,6,6,4,7,5,5,No
SURV07173,LEAD11927,5,8,1,7,5,2,No
SURV07174,LEAD11930,8,9,3,9,5,8,No
SURV07175,LEAD11930,5,6,3,8,5,4,No
SURV07176,LEAD11931,7,2,5,3,6,7,No
SURV07177,LEAD11931,6,8,4,5,7,6,No
SURV07178,LEAD11935,9,8,1,7,4,9,No
SURV07179,LEAD11935,7,3,3,8,4,6,No
SURV07180,LEAD11936,6,4,3,7,7,4,No
SURV07181,LEAD11937,7,7,4,7,6,7,No
SURV07182,LEAD11939,7,5,5,7,7,6,Yes
SURV07183,LEAD11939,8,8,2,8,7,8,No
SURV07184,LEAD11940,6,5,3,9,10,4,No
SURV07185,LEAD11943,6,5,5,6,8,6,No
SURV07186,LEAD11944,8,5,2,8,5,10,No
SURV07187,LEAD11949,5,5,2,4,6,5,No
SURV07188,LEAD11950,7,4,4,6,6,9,No
SURV07189,LEAD11950,7,4,5,4,3,6,Yes
SURV07190,LEAD11951,8,5,3,3,5,6,Yes
SURV07191,LEAD11951,7,7,4,3,5,6,Yes
SURV07192,LEAD11952,7,5,4,3,6,7,No
SURV07193,LEAD11952,7,8,1,3,6,6,No
