FollowUp_ID,Lead_ID,FollowUp_Date,Mode,Purpose,Outcome
FU037160,LEAD13930,2025-09-21,WhatsApp,Interest Check,Neutral
FU037161,LEAD13930,2025-09-28,Call,Interest Check,Not Interested
FU037162,LEAD13930,2025-10-09,WhatsApp,Loan Guidance,Requested Callback
FU037163,LEAD13930,2025-10-31,Meeting,Introduction,No Response
FU037164,LEAD13930,2025-11-28,WhatsApp,Payment Follow-up,Interested
FU037165,LEAD13931,2026-04-22,Meeting,Introduction,Requested Callback
FU037166,LEAD13931,2026-05-10,Meeting,Document Collection,Interested
FU037167,LEAD13931,2026-05-24,WhatsApp,Interest Check,Neutral
FU037168,LEAD13931,2026-06-09,Loan Assistance,Loan Guidance,No Response
FU037169,LEAD13931,2026-06-09,Loan Assistance,Loan Guidance,No Response
FU037170,LEAD13932,2025-09-03,Site Visit Reminder,Site Visit Invitation,No Response
FU037171,LEAD13932,2025-09-24,Call,Booking Confirmation,Not Interested
FU037172,LEAD13932,2025-10-10,Meeting,Introduction,Not Interested
FU037173,LEAD13933,2024-09-13,Call,Introduction,Requested Callback
FU037174,LEAD13934,2026-03-03,Email,Introduction,No Response
FU037175,LEAD13934,2026-03-16,Email,Interest Check,Requested Callback
FU037176,LEAD13935,2026-08-28,Email,Introduction,Interested
FU037177,LEAD13935,2026-09-02,Meeting,Price Negotiation,Requested Callback
FU037178,LEAD13935,2026-09-14,Meeting,Price Negotiation,Requested Callback
FU037179,LEAD13935,2026-09-25,WhatsApp,Booking Confirmation,Requested Callback
FU037180,LEAD13935,2026-09-29,Payment Discussion,Payment Follow-up,No Response
FU037181,LEAD13935,2026-09-29,Payment Discussion,Payment Follow-up,No Response
FU037182,LEAD13935,2026-10-08,Payment Discussion,Payment Follow-up,Interested
FU037183,LEAD13936,2025-04-06,Site Visit Reminder,Site Visit Invitation,Interested
FU037184,LEAD13936,2025-04-16,Email,Introduction,Neutral
FU037185,LEAD13936,2025-05-12,WhatsApp,Payment Follow-up,Interested
FU037186,LEAD13936,2025-05-17,WhatsApp,Document Collection,Interested
FU037187,LEAD13936,2025-05-25,Call,Site Visit Invitation,Neutral
FU037188,LEAD13936,2025-06-03,Meeting,Price Negotiation,Interested
FU037189,LEAD13937,2026-01-11,Email,Introduction,No Response
FU037190,LEAD13937,2026-02-01,WhatsApp,Loan Guidance,Requested Callback
FU037191,LEAD13938,2026-02-24,Email,Introduction,Not Interested
FU037192,LEAD13939,2026-06-29,WhatsApp,Introduction,No Response
FU037193,LEAD13939,2026-07-26,WhatsApp,Post-Visit Feedback,No Response
FU037194,LEAD13940,2025-08-30,Loan Assistance,Loan Guidance,Requested Callback
FU037195,LEAD13941,2025-08-26,Call,Introduction,Interested
FU037196,LEAD13942,2025-06-03,Call,Introduction,Not Interested
FU037197,LEAD13943,2025-11-10,WhatsApp,Introduction,Neutral
FU037198,LEAD13943,2025-12-02,Call,Post-Visit Feedback,Interested
FU037199,LEAD13943,2025-12-27,Call,Re-engagement,No Response
FU037200,LEAD13943,2026-01-23,WhatsApp,Document Collection,Requested Callback
FU037201,LEAD13943,2026-01-23,WhatsApp,Document Collection,Requested Callback
FU037202,LEAD13944,2026-12-01,Call,Introduction,Neutral
FU037203,LEAD13944,2026-12-01,Call,Introduction,Neutral
FU037204,LEAD13945,2025-11-12,WhatsApp,Introduction,Requested Callback
FU037205,LEAD13946,2026-07-28,WhatsApp,Introduction,Not Interested
FU037206,LEAD13946,2026-07-28,WhatsApp,Introduction,Not Interested
FU037207,LEAD13946,2026-08-14,Call,Payment Follow-up,No Response
FU037208,LEAD13946,2026-09-02,WhatsApp,Site Visit Invitation,Not Interested
FU037209,LEAD13946,2026-09-02,WhatsApp,Site Visit Invitation,Not Interested
FU037210,LEAD13947,2026-05-01,Site Visit Reminder,Site Visit Invitation,Neutral
FU037211,LEAD13947,2026-05-25,WhatsApp,Interest Check,Neutral
FU037212,LEAD13948,2026-09-20,Loan Assistance,Loan Guidance,Requested Callback
FU037213,LEAD13948,2026-10-01,Call,Document Collection,Interested
FU037214,LEAD13948,2026-10-13,WhatsApp,Site Visit Invitation,No Response
FU037215,LEAD13949,2025-05-31,Site Visit Reminder,Site Visit Invitation,Neutral
FU037216,LEAD13950,2026-03-09,WhatsApp,Introduction,Not Interested
FU037217,LEAD13950,2026-04-03,Call,Re-engagement,Not Interested
FU037218,LEAD13951,2026-04-07,Call,Introduction,Interested
FU037219,LEAD13952,2026-05-21,Call,Introduction,No Response
FU037220,LEAD13952,2026-05-21,Call,Introduction,No Response
FU037221,LEAD13952,2026-06-02,Meeting,Site Visit Invitation,No Response
FU037222,LEAD13953,2026-07-13,Payment Discussion,Payment Follow-up,Requested Callback
FU037223,LEAD13953,2026-07-19,WhatsApp,Site Visit Invitation,Interested
FU037224,LEAD13954,2026-01-11,Site Visit Reminder,Site Visit Invitation,Neutral
FU037225,LEAD13954,2026-02-07,WhatsApp,Interest Check,No Response
FU037226,LEAD13955,2024-07-22,Email,Introduction,Not Interested
FU037227,LEAD13955,2024-08-09,Call,Price Negotiation,Neutral
FU037228,LEAD13955,2024-08-17,Call,Payment Follow-up,Not Interested
FU037229,LEAD13956,2026-10-16,Site Visit Reminder,Site Visit Invitation,Interested
FU037230,LEAD13956,2026-10-26,WhatsApp,Site Visit Invitation,Interested
FU037231,LEAD13956,2026-11-19,Call,Interest Check,Requested Callback
FU037232,LEAD13956,2026-12-07,Meeting,Re-engagement,Requested Callback
FU037233,LEAD13957,2026-12-31,Call,Introduction,Not Interested
FU037234,LEAD13958,2024-03-30,Site Visit Reminder,Site Visit Invitation,Interested
FU037235,LEAD13958,2024-04-14,Call,Document Collection,Interested
FU037236,LEAD13958,2024-04-19,Call,Price Negotiation,Requested Callback
FU037237,LEAD13958,2024-05-08,Call,Price Negotiation,Not Interested
FU037238,LEAD13958,2024-05-08,Call,Price Negotiation,Not Interested
FU037239,LEAD13958,2024-05-19,Email,Price Negotiation,Neutral
FU037240,LEAD13958,2024-05-27,Call,Document Collection,Neutral
FU037241,LEAD13958,2024-06-02,Loan Assistance,Loan Guidance,Neutral
FU037242,LEAD13959,2024-05-24,Payment Discussion,Payment Follow-up,Requested Callback
FU037243,LEAD13959,2024-05-29,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU037244,LEAD13960,2025-02-22,Payment Discussion,Payment Follow-up,Not Interested
FU037245,LEAD13960,2025-02-22,Payment Discussion,Payment Follow-up,Not Interested
FU037246,LEAD13961,2026-12-25,WhatsApp,Introduction,Neutral
FU037247,LEAD13962,2026-10-09,Email,Introduction,No Response
FU037248,LEAD13962,2026-10-18,Call,Interest Check,Interested
FU037249,LEAD13962,2026-11-02,Loan Assistance,Loan Guidance,Interested
FU037250,LEAD13963,2025-10-13,WhatsApp,Introduction,Not Interested
FU037251,LEAD13964,2025-11-29,Call,Introduction,Interested
FU037252,LEAD13964,2025-12-22,Call,Re-engagement,Interested
FU037253,LEAD13964,2025-12-22,Call,Re-engagement,Interested
FU037254,LEAD13964,2025-12-27,WhatsApp,Introduction,Requested Callback
FU037255,LEAD13964,2026-01-19,Call,Payment Follow-up,No Response
FU037256,LEAD13965,2024-08-11,Meeting,Introduction,Not Interested
FU037257,LEAD13966,2026-07-28,WhatsApp,Introduction,No Response
FU037258,LEAD13966,2026-07-28,WhatsApp,Introduction,No Response
FU037259,LEAD13967,2025-01-25,WhatsApp,Introduction,Neutral
FU037260,LEAD13968,2025-09-11,Site Visit Reminder,Site Visit Invitation,No Response
FU037261,LEAD13969,2025-08-14,WhatsApp,Introduction,Not Interested
FU037262,LEAD13969,2025-08-14,WhatsApp,Introduction,Not Interested
FU037263,LEAD13969,2025-08-20,Call,Introduction,Neutral
FU037264,LEAD13970,2025-09-04,WhatsApp,Introduction,Not Interested
FU037265,LEAD13971,2026-04-30,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU037266,LEAD13971,2026-05-22,Call,Introduction,Neutral
FU037267,LEAD13971,2026-05-29,Call,Re-engagement,Neutral
FU037268,LEAD13971,2026-06-24,Call,Interest Check,Not Interested
FU037269,LEAD13972,2026-10-11,WhatsApp,Introduction,Neutral
FU037270,LEAD13973,2024-04-20,WhatsApp,Introduction,Neutral
FU037271,LEAD13973,2024-05-13,Email,Document Collection,Neutral
FU037272,LEAD13973,2024-05-29,Payment Discussion,Payment Follow-up,Requested Callback
FU037273,LEAD13973,2024-06-16,Call,Document Collection,Neutral
FU037274,LEAD13974,2025-03-10,Email,Introduction,Interested
FU037275,LEAD13974,2025-03-15,Call,Introduction,Neutral
FU037276,LEAD13974,2025-03-15,Call,Introduction,Neutral
FU037277,LEAD13974,2025-03-30,Meeting,Re-engagement,Not Interested
FU037278,LEAD13975,2025-11-30,Call,Introduction,Interested
FU037279,LEAD13976,2026-06-24,WhatsApp,Introduction,Not Interested
FU037280,LEAD13977,2025-08-24,Email,Introduction,No Response
FU037281,LEAD13978,2024-03-13,Meeting,Introduction,Interested
FU037282,LEAD13978,2024-04-11,Call,Re-engagement,Interested
FU037283,LEAD13978,2024-04-29,Loan Assistance,Loan Guidance,Requested Callback
FU037284,LEAD13978,2024-05-21,WhatsApp,Interest Check,Requested Callback
FU037285,LEAD13978,2024-05-28,Email,Interest Check,Neutral
FU037286,LEAD13979,2024-05-06,Call,Introduction,Requested Callback
FU037287,LEAD13979,2024-05-12,Call,Re-engagement,Neutral
FU037288,LEAD13980,2026-12-17,Email,Introduction,Not Interested
FU037289,LEAD13981,2026-05-25,Call,Introduction,Not Interested
FU037290,LEAD13982,2026-12-31,Call,Introduction,Not Interested
FU037291,LEAD13983,2026-12-31,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU037292,LEAD13984,2025-03-27,Call,Introduction,Not Interested
FU037293,LEAD13984,2025-03-27,Call,Introduction,Not Interested
FU037294,LEAD13984,2025-04-21,WhatsApp,Introduction,Interested
FU037295,LEAD13984,2025-05-12,Meeting,Payment Follow-up,Requested Callback
FU037296,LEAD13985,2025-05-09,Meeting,Introduction,Not Interested
FU037297,LEAD13985,2025-05-17,Call,Introduction,Not Interested
FU037298,LEAD13986,2025-11-18,Email,Introduction,No Response
FU037299,LEAD13987,2026-03-17,Meeting,Introduction,No Response
FU037300,LEAD13988,2025-03-23,Call,Introduction,No Response
FU037301,LEAD13989,2025-12-11,Call,Introduction,Neutral
FU037302,LEAD13989,2025-12-30,Email,Site Visit Invitation,No Response
FU037303,LEAD13990,2026-12-22,Call,Introduction,Not Interested
FU037304,LEAD13991,2025-09-06,Loan Assistance,Loan Guidance,Requested Callback
FU037305,LEAD13991,2025-09-27,Meeting,Introduction,Not Interested
FU037306,LEAD13991,2025-09-27,Meeting,Introduction,Not Interested
FU037307,LEAD13991,2025-10-08,Payment Discussion,Payment Follow-up,Interested
FU037308,LEAD13991,2025-10-17,WhatsApp,Re-engagement,Neutral
FU037309,LEAD13991,2025-10-22,Call,Interest Check,Neutral
FU037310,LEAD13992,2024-09-06,Meeting,Introduction,Neutral
FU037311,LEAD13992,2024-10-02,Payment Discussion,Payment Follow-up,Interested
FU037312,LEAD13993,2026-11-05,Email,Introduction,Neutral
FU037313,LEAD13994,2026-05-07,Call,Introduction,Neutral
FU037314,LEAD13994,2026-06-04,Email,Interest Check,Requested Callback
FU037315,LEAD13994,2026-06-28,Call,Document Collection,Neutral
FU037316,LEAD13994,2026-07-23,Loan Assistance,Loan Guidance,Neutral
FU037317,LEAD13995,2024-05-24,Meeting,Introduction,No Response
FU037318,LEAD13996,2024-05-30,WhatsApp,Introduction,Interested
FU037319,LEAD13996,2024-06-04,Site Visit Reminder,Site Visit Invitation,Interested
FU037320,LEAD13996,2024-06-16,WhatsApp,Price Negotiation,Neutral
FU037321,LEAD13996,2024-06-22,Call,Booking Confirmation,No Response
FU037322,LEAD13996,2024-07-06,Call,Booking Confirmation,Interested
FU037323,LEAD13997,2024-11-13,Loan Assistance,Loan Guidance,Neutral
FU037324,LEAD13997,2024-11-28,Call,Introduction,Interested
FU037325,LEAD13998,2025-12-02,Call,Introduction,Interested
FU037326,LEAD13998,2025-12-25,WhatsApp,Payment Follow-up,Neutral
FU037327,LEAD13998,2026-01-03,Email,Post-Visit Feedback,Requested Callback
FU037328,LEAD13998,2026-01-08,Call,Re-engagement,Requested Callback
FU037329,LEAD13998,2026-01-19,Payment Discussion,Payment Follow-up,Interested
FU037330,LEAD13999,2026-12-08,Call,Introduction,Interested
FU037331,LEAD13999,2026-12-14,Meeting,Site Visit Invitation,Interested
FU037332,LEAD13999,2026-12-23,Site Visit Reminder,Site Visit Invitation,Interested
FU037333,LEAD13999,2026-12-23,Site Visit Reminder,Site Visit Invitation,Interested
FU037334,LEAD14000,2026-02-20,WhatsApp,Introduction,Requested Callback
FU037335,LEAD14000,2026-03-13,Loan Assistance,Loan Guidance,Interested
FU037336,LEAD14001,2024-05-01,Site Visit Reminder,Site Visit Invitation,No Response
FU037337,LEAD14001,2024-05-07,Meeting,Price Negotiation,Requested Callback
FU037338,LEAD14001,2024-05-16,Payment Discussion,Payment Follow-up,Neutral
FU037339,LEAD14001,2024-05-23,Loan Assistance,Loan Guidance,Neutral
FU037340,LEAD14001,2024-06-02,Call,Booking Confirmation,Converted
FU037341,LEAD14002,2024-12-18,WhatsApp,Introduction,Neutral
FU037342,LEAD14002,2025-01-13,Email,Introduction,No Response
FU037343,LEAD14002,2025-02-11,Payment Discussion,Payment Follow-up,Interested
FU037344,LEAD14003,2025-06-27,Site Visit Reminder,Site Visit Invitation,Not Interested
FU037345,LEAD14004,2026-02-11,Meeting,Introduction,Not Interested
FU037346,LEAD14005,2025-11-30,Site Visit Reminder,Site Visit Invitation,Neutral
FU037347,LEAD14005,2025-12-13,Payment Discussion,Payment Follow-up,Neutral
FU037348,LEAD14005,2025-12-13,Payment Discussion,Payment Follow-up,Neutral
FU037349,LEAD14005,2025-12-26,WhatsApp,Re-engagement,No Response
FU037350,LEAD14005,2026-01-07,Payment Discussion,Payment Follow-up,Requested Callback
FU037351,LEAD14006,2024-10-03,Call,Introduction,Neutral
FU037352,LEAD14006,2024-10-10,WhatsApp,Price Negotiation,Requested Callback
FU037353,LEAD14006,2024-10-22,Site Visit Reminder,Site Visit Invitation,Interested
FU037354,LEAD14006,2024-11-12,Meeting,Payment Follow-up,Requested Callback
FU037355,LEAD14006,2024-11-26,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU037356,LEAD14006,2024-12-15,Email,Interest Check,No Response
FU037357,LEAD14006,2024-12-27,Call,Payment Follow-up,Interested
FU037358,LEAD14006,2025-01-16,Email,Price Negotiation,Interested
FU037359,LEAD14006,2025-01-21,Call,Booking Confirmation,No Response
FU037360,LEAD14006,2025-02-08,Payment Discussion,Payment Follow-up,Interested
FU037361,LEAD14007,2025-02-27,WhatsApp,Introduction,Interested
FU037362,LEAD14007,2025-03-10,Payment Discussion,Payment Follow-up,No Response
FU037363,LEAD14007,2025-03-29,Email,Payment Follow-up,Requested Callback
FU037364,LEAD14007,2025-04-20,Email,Price Negotiation,Not Interested
FU037365,LEAD14007,2025-04-29,Call,Interest Check,Neutral
FU037366,LEAD14007,2025-05-08,WhatsApp,Re-engagement,Requested Callback
FU037367,LEAD14008,2026-05-08,WhatsApp,Introduction,No Response
FU037368,LEAD14008,2026-05-20,Call,Price Negotiation,Not Interested
FU037369,LEAD14008,2026-05-20,Call,Price Negotiation,Not Interested
FU037370,LEAD14009,2024-09-21,Site Visit Reminder,Site Visit Invitation,Neutral
FU037371,LEAD14009,2024-10-15,Call,Interest Check,Interested
FU037372,LEAD14010,2025-02-21,Email,Introduction,Interested
FU037373,LEAD14010,2025-02-27,WhatsApp,Booking Confirmation,Interested
FU037374,LEAD14010,2025-03-06,Loan Assistance,Loan Guidance,Neutral
FU037375,LEAD14010,2025-03-20,Meeting,Booking Confirmation,Neutral
FU037376,LEAD14010,2025-03-31,Meeting,Price Negotiation,Requested Callback
FU037377,LEAD14011,2025-11-06,Email,Introduction,Not Interested
FU037378,LEAD14011,2025-11-28,Email,Payment Follow-up,Not Interested
FU037379,LEAD14012,2025-03-02,WhatsApp,Introduction,Neutral
FU037380,LEAD14012,2025-03-08,Payment Discussion,Payment Follow-up,Interested
FU037381,LEAD14012,2025-03-08,Payment Discussion,Payment Follow-up,Interested
FU037382,LEAD14012,2025-03-08,Payment Discussion,Payment Follow-up,Interested
FU037383,LEAD14013,2026-11-03,Email,Introduction,Requested Callback
FU037384,LEAD14013,2026-11-14,WhatsApp,Interest Check,Neutral
FU037385,LEAD14013,2026-11-14,WhatsApp,Interest Check,Neutral
FU037386,LEAD14013,2026-12-05,Call,Re-engagement,Neutral
FU037387,LEAD14013,2026-12-25,WhatsApp,Re-engagement,Neutral
FU037388,LEAD14014,2025-03-23,Site Visit Reminder,Site Visit Invitation,Neutral
FU037389,LEAD14014,2025-04-11,WhatsApp,Price Negotiation,Interested
FU037390,LEAD14014,2025-05-04,WhatsApp,Post-Visit Feedback,Not Interested
FU037391,LEAD14015,2025-05-09,Meeting,Introduction,Neutral
FU037392,LEAD14015,2025-06-01,Meeting,Introduction,No Response
FU037393,LEAD14015,2025-06-22,Payment Discussion,Payment Follow-up,Not Interested
FU037394,LEAD14016,2025-08-23,Email,Introduction,Not Interested
FU037395,LEAD14016,2025-09-09,Loan Assistance,Loan Guidance,No Response
FU037396,LEAD14016,2025-09-23,WhatsApp,Re-engagement,Interested
FU037397,LEAD14017,2024-04-22,WhatsApp,Introduction,Neutral
FU037398,LEAD14018,2024-03-19,Call,Introduction,No Response
FU037399,LEAD14019,2026-04-12,Email,Introduction,No Response
FU037400,LEAD14019,2026-04-12,Email,Introduction,No Response
FU037401,LEAD14019,2026-04-27,Meeting,Price Negotiation,Not Interested
FU037402,LEAD14020,2026-11-13,Call,Introduction,Not Interested
FU037403,LEAD14020,2026-11-28,Call,Re-engagement,Not Interested
FU037404,LEAD14021,2026-11-28,Email,Introduction,Not Interested
FU037405,LEAD14022,2025-06-24,Loan Assistance,Loan Guidance,Not Interested
FU037406,LEAD14023,2026-03-06,WhatsApp,Introduction,No Response
FU037407,LEAD14023,2026-03-30,Payment Discussion,Payment Follow-up,Not Interested
FU037408,LEAD14023,2026-04-15,Call,Price Negotiation,Interested
FU037409,LEAD14023,2026-04-23,Call,Site Visit Invitation,No Response
FU037410,LEAD14023,2026-04-23,Call,Site Visit Invitation,No Response
FU037411,LEAD14024,2024-06-16,Call,Introduction,Requested Callback
FU037412,LEAD14024,2024-06-26,Call,Re-engagement,Interested
FU037413,LEAD14024,2024-07-02,Site Visit Reminder,Site Visit Invitation,No Response
FU037414,LEAD14024,2024-07-25,Email,Document Collection,Interested
FU037415,LEAD14024,2024-08-02,Meeting,Introduction,Requested Callback
FU037416,LEAD14024,2024-08-02,Meeting,Introduction,Requested Callback
FU037417,LEAD14024,2024-08-02,Meeting,Introduction,Requested Callback
FU037418,LEAD14025,2024-11-13,WhatsApp,Introduction,Neutral
FU037419,LEAD14026,2025-04-21,WhatsApp,Introduction,Interested
FU037420,LEAD14026,2025-04-26,Meeting,Document Collection,Interested
FU037421,LEAD14026,2025-05-08,Payment Discussion,Payment Follow-up,Neutral
FU037422,LEAD14027,2026-12-21,WhatsApp,Introduction,Interested
FU037423,LEAD14028,2026-09-07,Call,Introduction,Interested
FU037424,LEAD14029,2026-09-15,WhatsApp,Introduction,Not Interested
FU037425,LEAD14030,2026-12-08,Loan Assistance,Loan Guidance,Not Interested
FU037426,LEAD14031,2026-12-31,Meeting,Introduction,Neutral
FU037427,LEAD14032,2026-12-31,Email,Introduction,Neutral
FU037428,LEAD14033,2026-04-10,WhatsApp,Introduction,Not Interested
FU037429,LEAD14034,2026-06-28,Call,Introduction,Neutral
FU037430,LEAD14034,2026-07-08,Call,Site Visit Invitation,Not Interested
FU037431,LEAD14034,2026-07-08,Call,Site Visit Invitation,Not Interested
FU037432,LEAD14034,2026-07-15,WhatsApp,Site Visit Invitation,Not Interested
FU037433,LEAD14034,2026-07-24,Email,Re-engagement,Requested Callback
FU037434,LEAD14034,2026-07-24,Email,Re-engagement,Requested Callback
FU037435,LEAD14034,2026-08-22,Call,Payment Follow-up,No Response
FU037436,LEAD14034,2026-09-05,Call,Payment Follow-up,Interested
FU037437,LEAD14035,2026-09-13,Call,Introduction,Neutral
FU037438,LEAD14035,2026-10-08,Site Visit Reminder,Site Visit Invitation,Interested
FU037439,LEAD14036,2026-10-25,Site Visit Reminder,Site Visit Invitation,Interested
FU037440,LEAD14036,2026-11-15,Email,Introduction,Interested
FU037441,LEAD14036,2026-12-09,Loan Assistance,Loan Guidance,Interested
FU037442,LEAD14037,2026-12-31,Payment Discussion,Payment Follow-up,Not Interested
FU037443,LEAD14038,2024-12-31,Site Visit Reminder,Site Visit Invitation,Not Interested
FU037444,LEAD14038,2025-01-08,Meeting,Price Negotiation,No Response
FU037445,LEAD14038,2025-01-27,Meeting,Price Negotiation,Neutral
FU037446,LEAD14038,2025-02-10,Loan Assistance,Loan Guidance,Interested
FU037447,LEAD14039,2026-01-20,WhatsApp,Introduction,Not Interested
FU037448,LEAD14040,2026-10-06,WhatsApp,Introduction,Requested Callback
FU037449,LEAD14041,2024-08-25,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU037450,LEAD14041,2024-08-30,WhatsApp,Document Collection,Neutral
FU037451,LEAD14042,2024-06-04,WhatsApp,Introduction,No Response
FU037452,LEAD14042,2024-06-30,Loan Assistance,Loan Guidance,Interested
FU037453,LEAD14042,2024-07-08,Meeting,Booking Confirmation,Requested Callback
FU037454,LEAD14042,2024-07-16,Call,Document Collection,No Response
FU037455,LEAD14042,2024-07-27,WhatsApp,Payment Follow-up,Interested
FU037456,LEAD14042,2024-07-27,WhatsApp,Payment Follow-up,Interested
FU037457,LEAD14042,2024-08-09,Call,Payment Follow-up,Interested
FU037458,LEAD14043,2024-05-31,Site Visit Reminder,Site Visit Invitation,Interested
FU037459,LEAD14043,2024-06-09,Call,Site Visit Invitation,Interested
FU037460,LEAD14043,2024-06-30,WhatsApp,Introduction,Neutral
FU037461,LEAD14044,2024-06-14,Call,Introduction,No Response
FU037462,LEAD14045,2025-01-22,WhatsApp,Introduction,Interested
FU037463,LEAD14046,2025-03-24,Site Visit Reminder,Site Visit Invitation,Interested
FU037464,LEAD14046,2025-03-24,Site Visit Reminder,Site Visit Invitation,Interested
FU037465,LEAD14046,2025-04-02,WhatsApp,Price Negotiation,Requested Callback
FU037466,LEAD14046,2025-04-07,Payment Discussion,Payment Follow-up,Requested Callback
FU037467,LEAD14046,2025-04-18,Call,Price Negotiation,Interested
FU037468,LEAD14047,2024-04-15,Email,Introduction,Requested Callback
FU037469,LEAD14047,2024-05-02,Call,Payment Follow-up,Requested Callback
FU037470,LEAD14047,2024-05-10,Meeting,Document Collection,Requested Callback
FU037471,LEAD14047,2024-05-22,Call,Price Negotiation,Interested
FU037472,LEAD14048,2024-12-02,Call,Introduction,Interested
FU037473,LEAD14048,2024-12-26,Call,Loan Guidance,No Response
FU037474,LEAD14048,2025-01-05,Call,Price Negotiation,Interested
FU037475,LEAD14049,2024-07-20,WhatsApp,Introduction,Interested
FU037476,LEAD14050,2024-12-13,Email,Introduction,Interested
FU037477,LEAD14051,2025-06-13,Meeting,Introduction,Requested Callback
FU037478,LEAD14051,2025-06-23,WhatsApp,Re-engagement,Interested
FU037479,LEAD14051,2025-07-08,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU037480,LEAD14051,2025-07-13,Call,Site Visit Invitation,Neutral
FU037481,LEAD14051,2025-07-29,Call,Site Visit Invitation,No Response
FU037482,LEAD14052,2026-07-11,Site Visit Reminder,Site Visit Invitation,Neutral
FU037483,LEAD14052,2026-07-25,Site Visit Reminder,Site Visit Invitation,Interested
FU037484,LEAD14052,2026-08-21,Site Visit Reminder,Site Visit Invitation,Interested
FU037485,LEAD14052,2026-08-21,Site Visit Reminder,Site Visit Invitation,Interested
FU037486,LEAD14052,2026-09-09,Site Visit Reminder,Site Visit Invitation,Interested
FU037487,LEAD14053,2025-12-20,Email,Introduction,No Response
FU037488,LEAD14053,2026-01-07,Email,Price Negotiation,Neutral
FU037489,LEAD14053,2026-01-17,Meeting,Re-engagement,No Response
FU037490,LEAD14053,2026-01-22,Loan Assistance,Loan Guidance,Interested
FU037491,LEAD14053,2026-02-01,Loan Assistance,Loan Guidance,Converted
FU037492,LEAD14054,2026-06-09,Call,Introduction,Requested Callback
FU037493,LEAD14054,2026-06-17,Call,Site Visit Invitation,No Response
FU037494,LEAD14055,2026-06-05,Email,Introduction,Neutral
FU037495,LEAD14055,2026-06-17,Call,Booking Confirmation,Neutral
FU037496,LEAD14055,2026-07-02,Call,Booking Confirmation,Requested Callback
FU037497,LEAD14055,2026-07-21,Loan Assistance,Loan Guidance,Neutral
FU037498,LEAD14056,2025-05-13,WhatsApp,Introduction,Interested
FU037499,LEAD14056,2025-05-31,Call,Introduction,Not Interested
FU037500,LEAD14056,2025-06-04,Call,Re-engagement,No Response
FU037501,LEAD14056,2025-06-09,Payment Discussion,Payment Follow-up,Requested Callback
FU037502,LEAD14056,2025-06-24,Loan Assistance,Loan Guidance,Converted
FU037503,LEAD14057,2024-02-29,Call,Introduction,No Response
FU037504,LEAD14058,2024-08-11,WhatsApp,Introduction,Interested
FU037505,LEAD14059,2024-10-13,Site Visit Reminder,Site Visit Invitation,No Response
FU037506,LEAD14060,2026-08-25,WhatsApp,Introduction,Not Interested
FU037507,LEAD14060,2026-09-03,Email,Site Visit Invitation,Not Interested
FU037508,LEAD14061,2026-12-31,WhatsApp,Introduction,Requested Callback
FU037509,LEAD14062,2026-12-31,Site Visit Reminder,Site Visit Invitation,No Response
FU037510,LEAD14063,2025-08-27,WhatsApp,Introduction,Not Interested
FU037511,LEAD14064,2026-03-03,WhatsApp,Introduction,Neutral
FU037512,LEAD14064,2026-03-18,Call,Re-engagement,No Response
FU037513,LEAD14065,2025-06-27,Email,Introduction,Neutral
FU037514,LEAD14065,2025-07-11,WhatsApp,Re-engagement,Requested Callback
FU037515,LEAD14065,2025-07-22,Email,Payment Follow-up,Requested Callback
FU037516,LEAD14065,2025-07-29,WhatsApp,Interest Check,No Response
FU037517,LEAD14065,2025-08-16,Call,Document Collection,Interested
FU037518,LEAD14065,2025-08-28,Call,Booking Confirmation,Converted
FU037519,LEAD14066,2024-03-06,Meeting,Introduction,Not Interested
FU037520,LEAD14067,2025-08-18,Call,Introduction,Interested
FU037521,LEAD14067,2025-08-24,WhatsApp,Site Visit Invitation,Neutral
FU037522,LEAD14067,2025-09-04,Email,Payment Follow-up,Neutral
FU037523,LEAD14068,2024-03-29,Email,Introduction,No Response
FU037524,LEAD14068,2024-04-26,Email,Introduction,Interested
FU037525,LEAD14069,2024-07-30,Call,Introduction,Requested Callback
FU037526,LEAD14070,2024-10-20,Email,Introduction,Neutral
FU037527,LEAD14070,2024-11-12,WhatsApp,Document Collection,Requested Callback
FU037528,LEAD14070,2024-11-12,WhatsApp,Document Collection,Requested Callback
FU037529,LEAD14070,2024-11-28,WhatsApp,Interest Check,Interested
FU037530,LEAD14070,2024-12-04,Call,Re-engagement,Neutral
FU037531,LEAD14071,2025-03-13,Meeting,Introduction,Neutral
FU037532,LEAD14071,2025-03-31,Meeting,Booking Confirmation,No Response
FU037533,LEAD14071,2025-04-25,Call,Price Negotiation,No Response
FU037534,LEAD14071,2025-04-25,Call,Price Negotiation,No Response
FU037535,LEAD14072,2024-11-12,Call,Introduction,No Response
FU037536,LEAD14072,2024-11-24,Call,Price Negotiation,Not Interested
FU037537,LEAD14073,2026-11-13,WhatsApp,Introduction,Requested Callback
FU037538,LEAD14073,2026-12-11,Meeting,Re-engagement,No Response
FU037539,LEAD14073,2026-12-11,Meeting,Re-engagement,No Response
